account_id,customer_id,account_type,balance,open_date,status
A3108,C3108,Savings,271592,2020-02-07,Inactive
A3109,C3109,Current,34818,2020-12-12,Active
A3110,C3110,Current,295598,2019-11-28,Inactive
A3111,C3111,Current,164667,2018-03-09,Active
A3112,C3112,Savings,355841,2022-10-28,Active
A3113,C3113,Current,291594,2020-08-01,Inactive
A3114,C3114,Current,73957,2020-07-12,Inactive
A3115,C3115,Savings,84184,2018-12-18,Inactive
A3116,C3116,Current,433696,2019-11-28,Active
A3117,C3117,Current,405278,2018-10-07,Inactive
A3118,C3118,Current,354578,2019-07-12,Active
A3119,C3119,Savings,171765,2022-10-04,Active
A3120,C3120,Savings,406901,2018-06-28,Inactive
A3121,C3121,Current,355392,2020-05-05,Inactive
A3122,C3122,Savings,303580,2021-02-05,Inactive
A3123,C3123,Current,312914,2022-01-02,Inactive
A3124,C3124,Savings,499660,2022-02-23,Active
A3125,C3125,Savings,343659,2019-02-02,Active
A3126,C3126,Savings,316764,2022-10-18,Inactive
A3127,C3127,Savings,255176,2021-05-09,Active
A3128,C3128,Savings,125475,2023-03-16,Active
A3129,C3129,Current,358963,2019-05-15,Active
A3130,C3130,Current,483801,2020-11-05,Inactive
A3131,C3131,Savings,241325,2021-01-25,Active
A3132,C3132,Current,364386,2019-10-21,Inactive
A3133,C3133,Savings,203954,2020-05-31,Inactive
A3134,C3134,Savings,193403,2023-04-15,Inactive
A3135,C3135,Savings,375480,2020-07-23,Active
A3136,C3136,Current,158427,2020-12-11,Inactive
A3137,C3137,Current,333303,2019-08-25,Active
A3138,C3138,Savings,492397,2018-09-15,Inactive
A3139,C3139,Current,315890,2019-04-04,Inactive
A3140,C3140,Current,311861,2020-02-15,Active
A3141,C3141,Current,248887,2018-06-07,Inactive
A3142,C3142,Savings,149671,2018-07-10,Inactive
A3143,C3143,Current,403027,2021-12-27,Inactive
A3144,C3144,Current,396944,2020-02-21,Inactive
A3145,C3145,Savings,283472,2022-08-29,Active
A3146,C3146,Savings,300881,2022-03-10,Active
A3147,C3147,Current,429044,2020-12-27,Inactive
A3148,C3148,Current,35041,2020-11-20,Inactive
A3149,C3149,Current,418100,2021-07-18,Active
A3150,C3150,Current,336231,2022-11-09,Active
A3151,C3151,Current,418552,2022-10-16,Inactive
A3152,C3152,Current,471647,2023-05-27,Active
A3153,C3153,Current,310354,2019-02-27,Inactive
A3154,C3154,Savings,211028,2021-10-20,Inactive
A3155,C3155,Current,387887,2021-04-14,Inactive
A3156,C3156,Savings,424501,2023-02-27,Active
A3157,C3157,Current,311123,2023-05-10,Active
A3158,C3158,Current,190094,2020-09-16,Inactive
A3159,C3159,Current,316410,2019-05-19,Active
A3160,C3160,Savings,215976,2020-04-29,Inactive
A3161,C3161,Savings,438998,2020-02-21,Inactive
A3162,C3162,Current,189543,2019-11-24,Inactive
A3163,C3163,Current,162772,2019-08-03,Active
A3164,C3164,Savings,207230,2019-09-20,Active
A3165,C3165,Savings,341031,2018-08-29,Active
A3166,C3166,Current,76582,2018-02-03,Inactive
A3167,C3167,Current,311786,2022-02-28,Active
A3168,C3168,Current,300821,2018-04-25,Active
A3169,C3169,Current,471515,2019-07-30,Inactive
A3170,C3170,Current,135977,2023-01-31,Active
A3171,C3171,Savings,16290,2021-02-14,Active
A3172,C3172,Current,90387,2019-08-16,Active
A3173,C3173,Current,191984,2019-08-08,Inactive
A3174,C3174,Current,480881,2022-07-26,Inactive
A3175,C3175,Current,338724,2022-03-02,Inactive
A3176,C3176,Current,370099,2018-05-02,Inactive
A3177,C3177,Current,119812,2022-04-16,Active
A3178,C3178,Savings,87733,2020-10-10,Inactive
A3179,C3179,Savings,232333,2020-03-19,Inactive
A3180,C3180,Current,31485,2021-06-13,Inactive
A3181,C3181,Current,212864,2019-06-14,Inactive
A3182,C3182,Current,351835,2019-06-12,Inactive
A3183,C3183,Savings,245562,2021-10-18,Active
A3184,C3184,Savings,81383,2020-08-15,Inactive
A3185,C3185,Savings,7273,2020-04-08,Inactive
A3186,C3186,Current,139532,2021-02-05,Inactive
A3187,C3187,Savings,419313,2018-06-08,Inactive
A3188,C3188,Current,265459,2019-01-29,Active
A3189,C3189,Current,444435,2021-06-04,Active
A3190,C3190,Savings,156312,2021-04-28,Active
A3191,C3191,Savings,110831,2019-03-31,Active
A3192,C3192,Current,384776,2019-01-29,Inactive
A3193,C3193,Savings,211391,2022-12-27,Inactive
A3194,C3194,Current,181395,2018-01-27,Active
A3195,C3195,Current,86451,2018-11-21,Active
A3196,C3196,Savings,27714,2021-07-15,Inactive
A3197,C3197,Savings,294937,2019-08-17,Active
A3198,C3198,Savings,364771,2018-01-21,Active
A3199,C3199,Current,47278,2018-11-11,Active
A3200,C3200,Savings,413891,2021-02-12,Inactive
A3201,C3201,Current,49601,2023-01-18,Active
A3202,C3202,Current,188871,2023-01-12,Active
A3203,C3203,Current,315249,2019-05-14,Inactive
A3204,C3204,Current,483962,2020-10-09,Active
A3205,C3205,Savings,16119,2021-10-24,Inactive
A3206,C3206,Savings,280633,2020-10-07,Active
A3207,C3207,Current,285067,2020-11-25,Inactive
A3208,C3208,Savings,373974,2020-07-29,Active
A3209,C3209,Current,316769,2022-12-10,Active
A3210,C3210,Savings,355796,2021-11-20,Inactive
A3211,C3211,Current,290593,2018-06-08,Active
A3212,C3212,Savings,229482,2023-01-19,Inactive
A3213,C3213,Current,57318,2020-01-08,Active
A3214,C3214,Current,425235,2021-10-29,Inactive
A3215,C3215,Current,285893,2022-07-26,Inactive
A3216,C3216,Current,114054,2018-06-07,Inactive
A3217,C3217,Savings,471069,2020-11-15,Inactive
A3218,C3218,Savings,59841,2020-04-21,Inactive
A3219,C3219,Current,428801,2020-07-14,Inactive
A3220,C3220,Current,417112,2018-03-28,Active
A3221,C3221,Savings,115720,2022-11-11,Inactive
A3222,C3222,Savings,301431,2018-08-20,Active
A3223,C3223,Current,243136,2020-12-05,Active
A3224,C3224,Current,344248,2020-05-21,Inactive
A3225,C3225,Savings,317344,2023-06-16,Inactive
A3226,C3226,Savings,18641,2022-08-28,Inactive
A3227,C3227,Savings,436662,2021-08-09,Inactive
A3228,C3228,Savings,25430,2018-01-04,Active
A3229,C3229,Savings,459848,2022-09-17,Inactive
A3230,C3230,Savings,104079,2022-02-14,Inactive
A3231,C3231,Current,56915,2019-05-25,Active
A3232,C3232,Current,338269,2021-04-30,Inactive
A3233,C3233,Savings,354804,2020-07-14,Inactive
A3234,C3234,Current,152616,2022-04-05,Inactive
A3235,C3235,Savings,165692,2019-12-23,Active
A3236,C3236,Savings,347073,2021-02-23,Active
A3237,C3237,Current,121799,2019-07-25,Active
A3238,C3238,Savings,357176,2021-11-24,Inactive
A3239,C3239,Savings,202858,2019-10-26,Inactive
A3240,C3240,Current,245203,2021-08-14,Active
A3241,C3241,Current,147406,2020-08-02,Inactive
A3242,C3242,Current,190774,2020-12-20,Inactive
A3243,C3243,Current,166250,2019-08-15,Inactive
A3244,C3244,Current,119277,2019-08-19,Active
A3245,C3245,Savings,371242,2019-06-29,Inactive
A3246,C3246,Current,301106,2019-09-09,Inactive
A3247,C3247,Current,121980,2022-08-21,Active
A3248,C3248,Current,385418,2022-01-13,Active
A3249,C3249,Savings,158644,2022-06-17,Active
A3250,C3250,Current,28711,2021-11-10,Inactive
A3251,C3251,Savings,264226,2021-10-30,Active
A3252,C3252,Savings,428080,2022-09-07,Active
A3253,C3253,Savings,250335,2019-04-30,Inactive
A3254,C3254,Savings,319899,2019-11-09,Active
A3255,C3255,Savings,383261,2020-02-29,Active
A3256,C3256,Savings,77043,2020-10-01,Inactive
A3257,C3257,Savings,370576,2019-02-28,Inactive
A3258,C3258,Savings,499740,2022-04-23,Inactive
A3259,C3259,Savings,480300,2020-07-12,Inactive
A3260,C3260,Current,67460,2018-11-06,Active
A3261,C3261,Current,190367,2022-08-18,Inactive
A3262,C3262,Current,330834,2020-01-26,Active
A3263,C3263,Current,170273,2018-07-24,Active
A3264,C3264,Savings,254139,2021-05-23,Inactive
A3265,C3265,Savings,215354,2023-05-11,Active
A3266,C3266,Current,438810,2020-01-30,Active
A3267,C3267,Current,59470,2019-11-01,Active
A3268,C3268,Savings,244690,2022-01-05,Inactive
A3269,C3269,Current,282708,2022-07-15,Active
A3270,C3270,Savings,254290,2019-08-02,Active
A3271,C3271,Current,339808,2021-02-01,Active
A3272,C3272,Current,27359,2018-12-04,Inactive
A3273,C3273,Current,169887,2023-01-25,Active
A3274,C3274,Current,251348,2020-12-19,Active
A3275,C3275,Savings,381797,2020-07-04,Inactive
A3276,C3276,Current,202846,2021-02-04,Active
A3277,C3277,Savings,448923,2021-07-22,Inactive
A3278,C3278,Savings,482657,2019-01-24,Inactive
A3279,C3279,Current,25900,2018-05-29,Active
A3280,C3280,Savings,48552,2023-01-24,Active
A3281,C3281,Savings,131408,2022-04-13,Active
A3282,C3282,Savings,28583,2018-11-29,Active
A3283,C3283,Current,251700,2022-11-19,Inactive
A3284,C3284,Savings,141904,2023-01-27,Active
A3285,C3285,Savings,103743,2020-10-05,Inactive
A3286,C3286,Savings,98178,2019-01-01,Inactive
A3287,C3287,Current,19488,2020-09-14,Inactive
A3288,C3288,Savings,256732,2018-11-11,Active
A3289,C3289,Current,477555,2020-09-22,Inactive
A3290,C3290,Savings,168768,2019-09-08,Active
A3291,C3291,Savings,184305,2019-04-19,Active
A3292,C3292,Savings,445124,2023-06-24,Inactive
A3293,C3293,Savings,198704,2018-10-15,Active
A3294,C3294,Savings,31920,2020-08-08,Inactive
A3295,C3295,Savings,366023,2022-06-09,Active
A3296,C3296,Current,157782,2022-12-26,Inactive
A3297,C3297,Current,238870,2018-09-01,Inactive
A3298,C3298,Savings,259769,2020-10-20,Active
A3299,C3299,Current,391480,2023-05-05,Active
A3300,C3300,Savings,42985,2018-05-20,Inactive
A3301,C3301,Savings,247050,2020-06-12,Inactive
A3302,C3302,Current,296292,2022-08-22,Inactive
A3303,C3303,Savings,168533,2018-05-13,Inactive
A3304,C3304,Current,185076,2022-08-14,Active
A3305,C3305,Savings,115838,2018-02-10,Inactive
A3306,C3306,Current,255263,2020-02-01,Active
A3307,C3307,Current,62419,2023-06-08,Inactive
A3308,C3308,Current,172021,2022-05-23,Active
A3309,C3309,Savings,441563,2018-09-05,Active
A3310,C3310,Savings,458638,2019-01-01,Inactive
A3311,C3311,Savings,115579,2018-02-26,Active
A3312,C3312,Current,387746,2021-08-04,Active
A3313,C3313,Savings,470811,2018-09-21,Active
A3314,C3314,Current,453758,2018-05-27,Active
A3315,C3315,Current,312409,2019-01-23,Inactive
A3316,C3316,Savings,101743,2021-11-15,Inactive
A3317,C3317,Current,453185,2018-06-26,Active
A3318,C3318,Current,100752,2021-07-22,Active
A3319,C3319,Savings,225790,2018-01-09,Active
A3320,C3320,Savings,41024,2021-06-18,Active
A3321,C3321,Savings,400853,2023-06-14,Inactive
A3322,C3322,Current,319992,2022-01-29,Active
A3323,C3323,Current,182465,2020-01-17,Active
A3324,C3324,Savings,218969,2018-03-16,Active
A3325,C3325,Current,394662,2018-04-11,Inactive
A3326,C3326,Savings,221399,2019-09-15,Active
A3327,C3327,Savings,67867,2021-08-02,Inactive
A3328,C3328,Savings,50115,2019-01-03,Active
A3329,C3329,Current,488698,2022-05-02,Active
A3330,C3330,Current,273902,2023-05-28,Active
A3331,C3331,Current,385447,2023-04-24,Active
A3332,C3332,Current,164874,2020-11-13,Inactive
A3333,C3333,Savings,17471,2019-08-23,Inactive
A3334,C3334,Savings,193652,2020-01-15,Inactive
A3335,C3335,Savings,425152,2021-08-18,Inactive
A3336,C3336,Savings,131607,2023-02-17,Active
A3337,C3337,Current,131509,2021-08-16,Inactive
A3338,C3338,Savings,445527,2018-02-22,Active
A3339,C3339,Current,404076,2020-05-20,Inactive
A3340,C3340,Current,136352,2018-12-09,Active
A3341,C3341,Savings,354181,2023-05-01,Inactive
A3342,C3342,Current,401082,2020-04-27,Inactive
A3343,C3343,Savings,249456,2020-05-26,Active
A3344,C3344,Savings,109119,2020-12-02,Active
A3345,C3345,Current,470940,2021-06-15,Active
A3346,C3346,Savings,248770,2020-05-06,Inactive
A3347,C3347,Savings,223567,2020-02-02,Active
A3348,C3348,Current,75418,2020-02-16,Inactive
A3349,C3349,Savings,401539,2022-06-25,Active
A3350,C3350,Current,145987,2022-06-23,Inactive
A3351,C3351,Current,212828,2020-06-26,Active
A3352,C3352,Current,180304,2019-12-12,Inactive
A3353,C3353,Current,208406,2019-04-16,Inactive
A3354,C3354,Savings,262634,2021-08-20,Inactive
A3355,C3355,Current,397830,2022-08-31,Inactive
A3356,C3356,Current,95711,2019-08-20,Inactive
A3357,C3357,Savings,363449,2022-02-11,Active
A3358,C3358,Current,150955,2022-08-14,Inactive
A3359,C3359,Current,457244,2018-10-19,Active
A3360,C3360,Current,76516,2018-03-18,Active
A3361,C3361,Savings,404944,2020-11-14,Active
A3362,C3362,Current,390938,2019-05-07,Inactive
A3363,C3363,Savings,238633,2020-01-22,Active
A3364,C3364,Savings,426046,2023-03-01,Inactive
A3365,C3365,Current,361961,2019-06-02,Inactive
A3366,C3366,Savings,311954,2018-12-10,Active
A3367,C3367,Current,414981,2018-10-25,Inactive
A3368,C3368,Savings,441109,2019-12-16,Inactive
A3369,C3369,Savings,37135,2018-08-17,Active
A3370,C3370,Savings,350421,2019-10-03,Inactive
A3371,C3371,Savings,39843,2022-06-27,Inactive
A3372,C3372,Savings,481399,2022-02-11,Active
A3373,C3373,Current,404146,2021-12-21,Active
A3374,C3374,Savings,489173,2022-12-19,Inactive
A3375,C3375,Savings,425703,2018-12-02,Inactive
A3376,C3376,Savings,296532,2019-07-29,Inactive
A3377,C3377,Current,433054,2018-08-02,Inactive
A3378,C3378,Savings,427407,2018-10-13,Inactive
A3379,C3379,Savings,254691,2021-03-19,Inactive
A3380,C3380,Savings,198491,2022-06-22,Active
A3381,C3381,Current,441799,2018-10-03,Active
A3382,C3382,Current,195444,2020-10-03,Active
A3383,C3383,Current,291834,2020-12-29,Active
A3384,C3384,Savings,319597,2022-03-07,Inactive
A3385,C3385,Current,332612,2020-12-22,Active
A3386,C3386,Savings,294695,2022-06-04,Inactive
A3387,C3387,Current,10446,2021-07-02,Inactive
A3388,C3388,Savings,45065,2021-05-07,Active
A3389,C3389,Current,350676,2018-05-12,Active
A3390,C3390,Savings,79087,2021-03-27,Active
A3391,C3391,Savings,284572,2020-01-15,Active
A3392,C3392,Current,93530,2019-05-11,Inactive
A3393,C3393,Savings,306244,2020-12-31,Inactive
A3394,C3394,Savings,471524,2022-05-09,Active
A3395,C3395,Current,439267,2019-08-12,Inactive
A3396,C3396,Savings,249764,2022-12-18,Inactive
A3397,C3397,Current,319101,2021-01-04,Active
A3398,C3398,Savings,202659,2021-07-01,Active
A3399,C3399,Savings,432576,2019-12-12,Active
A3400,C3400,Savings,46560,2018-02-01,Inactive
A3401,C3401,Current,205763,2018-09-01,Inactive
A3402,C3402,Current,296659,2019-03-07,Inactive
A3403,C3403,Savings,298779,2022-04-16,Active
A3404,C3404,Savings,387702,2021-06-14,Inactive
A3405,C3405,Current,52730,2022-10-26,Active
A3406,C3406,Savings,419863,2020-10-08,Active
A3407,C3407,Savings,437255,2023-06-05,Active
A3408,C3408,Current,287520,2019-07-10,Active
A3409,C3409,Savings,89282,2023-06-15,Active
A3410,C3410,Savings,59038,2019-10-21,Active
A3411,C3411,Savings,284089,2022-02-19,Active
A3412,C3412,Current,426221,2018-05-22,Active
A3413,C3413,Current,422623,2019-06-18,Active
A3414,C3414,Current,315467,2019-02-01,Active
A3415,C3415,Savings,482972,2019-09-29,Inactive
A3416,C3416,Current,488632,2019-12-07,Active
A3417,C3417,Current,403629,2020-09-15,Inactive
A3418,C3418,Current,229468,2021-09-18,Inactive
A3419,C3419,Current,123929,2018-05-21,Inactive
A3420,C3420,Current,181200,2021-03-24,Inactive
A3421,C3421,Savings,390360,2018-04-17,Inactive
A3422,C3422,Savings,440364,2023-02-15,Inactive
A3423,C3423,Savings,219566,2022-06-12,Active
A3424,C3424,Current,388344,2018-01-14,Active
A3425,C3425,Savings,27957,2018-11-20,Active
A3426,C3426,Savings,467975,2019-08-25,Inactive
A3427,C3427,Savings,328562,2022-11-24,Active
A3428,C3428,Savings,291889,2019-10-11,Active
A3429,C3429,Current,260243,2018-12-07,Active
A3430,C3430,Current,9260,2020-12-13,Active
A3431,C3431,Savings,168067,2020-07-09,Active
A3432,C3432,Savings,467285,2020-01-27,Inactive
A3433,C3433,Savings,426118,2018-02-28,Active
A3434,C3434,Savings,248711,2022-07-07,Inactive
A3435,C3435,Current,65238,2019-08-04,Active
A3436,C3436,Savings,296541,2021-04-22,Active
A3437,C3437,Current,359464,2020-02-14,Inactive
A3438,C3438,Current,365530,2023-05-21,Active
A3439,C3439,Savings,64716,2019-11-21,Inactive
A3440,C3440,Current,41412,2020-10-26,Active
A3441,C3441,Current,450767,2019-07-13,Inactive
A3442,C3442,Savings,78341,2019-09-09,Active
A3443,C3443,Current,216677,2023-05-01,Active
A3444,C3444,Savings,197210,2019-08-27,Active
A3445,C3445,Current,398859,2020-03-13,Inactive
A3446,C3446,Savings,76355,2019-06-17,Active
A3447,C3447,Current,433831,2021-10-12,Active
A3448,C3448,Current,432014,2019-06-24,Inactive
A3449,C3449,Savings,209107,2021-11-17,Inactive
A3450,C3450,Savings,442712,2020-09-12,Inactive
A3451,C3451,Current,167375,2022-10-27,Active
A3452,C3452,Savings,207753,2018-04-25,Inactive
A3453,C3453,Current,469696,2019-10-20,Inactive
A3454,C3454,Savings,178522,2021-03-23,Active
A3455,C3455,Current,452100,2022-07-16,Active
A3456,C3456,Current,83509,2020-12-28,Inactive
A3457,C3457,Current,395440,2023-01-14,Inactive
A3458,C3458,Current,461004,2021-09-20,Inactive
A3459,C3459,Savings,465049,2020-03-05,Active
A3460,C3460,Current,478134,2018-08-03,Active
A3461,C3461,Current,242141,2019-11-03,Inactive
A3462,C3462,Savings,140541,2021-01-04,Inactive
A3463,C3463,Current,135857,2018-05-08,Inactive
A3464,C3464,Current,29634,2023-03-28,Active
A3465,C3465,Savings,181930,2018-02-09,Active
A3466,C3466,Savings,33847,2021-11-24,Active
A3467,C3467,Savings,137050,2022-02-19,Active
A3468,C3468,Savings,436695,2022-07-13,Inactive
A3469,C3469,Savings,431518,2019-10-20,Active
A3470,C3470,Current,75883,2022-07-14,Inactive
A3471,C3471,Current,314442,2021-11-20,Inactive
A3472,C3472,Current,442664,2023-04-10,Active
A3473,C3473,Current,128482,2023-02-08,Inactive
A3474,C3474,Current,109107,2020-07-07,Inactive
A3475,C3475,Savings,368525,2022-05-20,Inactive
A3476,C3476,Savings,368982,2021-09-16,Active
A3477,C3477,Savings,31801,2020-01-14,Active
A3478,C3478,Current,421339,2023-01-24,Inactive
A3479,C3479,Savings,183284,2020-01-21,Inactive
A3480,C3480,Savings,205993,2023-06-14,Active
A3481,C3481,Savings,168271,2021-01-11,Active
A3482,C3482,Current,419951,2021-07-04,Inactive
A3483,C3483,Current,285546,2018-01-24,Active
A3484,C3484,Savings,464492,2022-09-24,Inactive
A3485,C3485,Current,188111,2021-11-05,Inactive
A3486,C3486,Current,254739,2022-11-15,Inactive
A3487,C3487,Current,90311,2020-05-07,Active
A3488,C3488,Current,195677,2022-05-19,Active
A3489,C3489,Current,479947,2019-01-21,Active
A3490,C3490,Current,454371,2018-09-05,Active
A3491,C3491,Current,413579,2021-05-21,Active
A3492,C3492,Current,404868,2021-05-03,Inactive
A3493,C3493,Savings,170884,2019-12-25,Inactive
A3494,C3494,Savings,28359,2022-07-23,Inactive
A3495,C3495,Current,259594,2019-05-24,Inactive
A3496,C3496,Savings,281659,2019-10-31,Inactive
A3497,C3497,Savings,496787,2022-05-16,Inactive
A3498,C3498,Savings,495017,2021-06-21,Inactive
A3499,C3499,Current,481891,2021-06-30,Inactive
A3500,C3500,Current,288946,2021-07-21,Active
A3501,C3501,Savings,251275,2021-03-14,Active
A3502,C3502,Current,42986,2020-08-12,Active
A3503,C3503,Current,80239,2021-06-19,Inactive
A3504,C3504,Current,208228,2020-07-16,Active
A3505,C3505,Savings,61738,2021-12-21,Inactive
A3506,C3506,Current,241107,2019-04-17,Inactive
A3507,C3507,Savings,219870,2019-01-04,Inactive
A3508,C3508,Savings,28651,2022-04-29,Inactive
A3509,C3509,Current,204776,2018-09-20,Inactive
A3510,C3510,Savings,490237,2020-01-08,Inactive
A3511,C3511,Current,315321,2021-10-20,Active
A3512,C3512,Savings,14017,2022-05-09,Active
A3513,C3513,Current,188988,2019-11-15,Active
A3514,C3514,Savings,451358,2022-11-03,Active
A3515,C3515,Savings,418491,2021-01-08,Inactive
A3516,C3516,Current,98887,2018-09-29,Inactive
A3517,C3517,Savings,283862,2019-03-19,Inactive
A3518,C3518,Current,187488,2021-10-14,Inactive
A3519,C3519,Savings,461291,2021-03-25,Active
A3520,C3520,Current,424422,2022-07-09,Active
A3521,C3521,Current,385159,2020-10-01,Inactive
A3522,C3522,Savings,455901,2020-04-28,Inactive
A3523,C3523,Savings,465704,2019-07-31,Inactive
A3524,C3524,Current,348323,2022-09-25,Active
A3525,C3525,Savings,82815,2020-10-13,Active
A3526,C3526,Savings,108837,2021-05-20,Active
A3527,C3527,Current,19324,2018-02-15,Inactive
A3528,C3528,Current,496539,2020-02-13,Active
A3529,C3529,Savings,208447,2021-11-21,Active
A3530,C3530,Current,162869,2020-01-31,Inactive
A3531,C3531,Savings,84039,2018-07-16,Inactive
A3532,C3532,Current,387590,2020-04-27,Inactive
A3533,C3533,Savings,98624,2022-10-06,Inactive
A3534,C3534,Savings,341673,2018-01-14,Inactive
A3535,C3535,Current,337260,2022-10-25,Active
A3536,C3536,Current,248530,2022-01-29,Inactive
A3537,C3537,Savings,38636,2019-12-31,Active
A3538,C3538,Current,68238,2019-09-25,Active
A3539,C3539,Current,435455,2022-01-01,Inactive
A3540,C3540,Current,495842,2019-05-10,Active
A3541,C3541,Current,465056,2022-11-10,Inactive
A3542,C3542,Current,468566,2021-07-20,Inactive
A3543,C3543,Savings,336816,2021-12-22,Active
A3544,C3544,Savings,290105,2020-04-15,Inactive
A3545,C3545,Savings,57180,2021-09-14,Inactive
A3546,C3546,Savings,399617,2022-04-06,Inactive
A3547,C3547,Current,11963,2021-01-06,Inactive
A3548,C3548,Current,448911,2023-02-09,Inactive
A3549,C3549,Current,176814,2018-07-09,Active
A3550,C3550,Savings,304662,2019-05-23,Active
A3551,C3551,Current,381239,2021-08-04,Inactive
A3552,C3552,Savings,317297,2022-11-22,Active
A3553,C3553,Current,402179,2020-07-12,Inactive
A3554,C3554,Savings,72278,2021-12-09,Active
A3555,C3555,Current,233732,2018-04-05,Inactive
A3556,C3556,Current,320610,2021-12-16,Active
A3557,C3557,Savings,229791,2020-04-03,Active
A3558,C3558,Savings,307946,2022-09-19,Active
A3559,C3559,Savings,412691,2019-10-10,Active
A3560,C3560,Savings,264468,2020-09-19,Inactive
A3561,C3561,Current,424163,2023-04-26,Inactive
A3562,C3562,Current,178938,2022-06-19,Inactive
A3563,C3563,Current,378922,2018-07-13,Active
A3564,C3564,Current,207366,2021-06-10,Active
A3565,C3565,Current,424038,2021-07-01,Active
A3566,C3566,Savings,285886,2021-11-03,Active
A3567,C3567,Current,314152,2023-04-18,Active
A3568,C3568,Savings,417475,2019-11-29,Active
A3569,C3569,Current,337509,2022-10-07,Inactive
A3570,C3570,Savings,427706,2019-01-26,Inactive
A3571,C3571,Current,213171,2020-07-21,Inactive
A3572,C3572,Current,489260,2022-01-19,Active
A3573,C3573,Savings,429774,2022-08-13,Inactive
A3574,C3574,Savings,111773,2020-01-17,Inactive
A3575,C3575,Savings,106179,2021-08-18,Active
A3576,C3576,Current,250018,2019-08-07,Inactive
A3577,C3577,Savings,491630,2022-11-02,Active
A3578,C3578,Current,327864,2018-12-07,Inactive
A3579,C3579,Savings,183078,2020-10-24,Active
A3580,C3580,Current,356833,2018-01-14,Inactive
A3581,C3581,Current,368630,2021-07-01,Active
A3582,C3582,Current,107025,2019-12-17,Inactive
A3583,C3583,Current,124337,2022-11-25,Inactive
A3584,C3584,Current,37962,2020-11-29,Active
A3585,C3585,Savings,338738,2020-05-29,Inactive
A3586,C3586,Current,440912,2018-06-28,Inactive
A3587,C3587,Savings,8360,2020-11-23,Active
A3588,C3588,Current,399722,2019-10-10,Inactive
A3589,C3589,Savings,377587,2022-07-30,Inactive
A3590,C3590,Current,448042,2019-01-01,Active
A3591,C3591,Current,296820,2020-03-22,Inactive
A3592,C3592,Current,251084,2018-05-27,Inactive
A3593,C3593,Savings,242469,2021-11-11,Active
A3594,C3594,Current,487013,2021-04-08,Active
A3595,C3595,Current,304481,2020-12-15,Active
A3596,C3596,Savings,75001,2018-08-31,Inactive
A3597,C3597,Savings,257895,2021-09-13,Active
A3598,C3598,Savings,220140,2018-08-21,Inactive
A3599,C3599,Current,50401,2018-07-02,Active
A3600,C3600,Savings,5329,2020-09-17,Inactive
A3601,C3601,Savings,132332,2023-03-02,Inactive
A3602,C3602,Savings,419772,2020-09-22,Active
A3603,C3603,Savings,103054,2019-08-01,Inactive
A3604,C3604,Current,94418,2020-03-16,Active
A3605,C3605,Current,131043,2021-03-31,Inactive
A3606,C3606,Savings,326183,2023-03-21,Inactive
A3607,C3607,Current,167951,2019-03-24,Active
A3608,C3608,Current,475750,2018-10-15,Active
A3609,C3609,Current,76677,2021-03-18,Inactive
A3610,C3610,Savings,457720,2019-01-30,Inactive
A3611,C3611,Savings,153108,2022-10-30,Active
A3612,C3612,Savings,52711,2019-02-17,Active
A3613,C3613,Current,122493,2023-05-31,Active
A3614,C3614,Current,206521,2021-08-12,Active
A3615,C3615,Current,200027,2019-03-19,Inactive
A3616,C3616,Savings,306468,2020-12-07,Inactive
A3617,C3617,Current,341640,2021-09-03,Inactive
A3618,C3618,Savings,447873,2018-07-22,Inactive
A3619,C3619,Current,293159,2022-06-08,Inactive
A3620,C3620,Savings,47655,2020-10-15,Active
A3621,C3621,Current,281340,2020-06-07,Inactive
A3622,C3622,Savings,181910,2018-10-06,Active
A3623,C3623,Savings,113591,2021-06-20,Inactive
A3624,C3624,Current,188966,2022-02-02,Active
A3625,C3625,Current,386299,2018-01-27,Inactive
A3626,C3626,Current,195478,2022-07-14,Active
A3627,C3627,Current,132564,2020-03-08,Inactive
A3628,C3628,Savings,305418,2018-12-21,Inactive
A3629,C3629,Current,133659,2022-10-22,Active
A3630,C3630,Current,275005,2018-12-12,Active
A3631,C3631,Savings,381254,2018-01-10,Inactive
A3632,C3632,Current,90410,2023-04-19,Inactive
A3633,C3633,Current,396019,2018-12-24,Active
A3634,C3634,Savings,66068,2018-03-17,Inactive
A3635,C3635,Savings,303703,2018-05-14,Inactive
A3636,C3636,Savings,389424,2021-06-20,Active
A3637,C3637,Savings,196077,2019-12-08,Inactive
A3638,C3638,Current,143909,2021-06-18,Inactive
A3639,C3639,Savings,76733,2023-06-23,Inactive
A3640,C3640,Current,32695,2018-10-30,Inactive
A3641,C3641,Current,263714,2022-04-06,Active
A3642,C3642,Savings,360375,2019-03-02,Active
A3643,C3643,Current,393957,2020-01-20,Inactive
A3644,C3644,Current,457976,2018-03-25,Active
A3645,C3645,Current,168586,2022-03-02,Active
A3646,C3646,Savings,239662,2020-09-18,Inactive
A3647,C3647,Savings,459915,2021-06-09,Active
A3648,C3648,Current,440335,2018-09-16,Active
A3649,C3649,Savings,355092,2019-01-03,Inactive
A3650,C3650,Savings,378240,2020-10-16,Active
A3651,C3651,Current,289616,2021-12-05,Inactive
A3652,C3652,Current,19697,2020-07-16,Active
A3653,C3653,Current,71369,2021-12-30,Active
A3654,C3654,Savings,325057,2020-03-21,Active
