payment_id,loan_id,due_date,payment_date,amount_paid,payment_status
P013455,L2540,2020-02-03,2020-02-13,42454,Delayed
P013456,L4020,2022-11-16,2022-11-16,21249,Paid
P013457,L6747,2022-02-19,2022-03-01,11904,Delayed
P013458,L3318,2021-02-09,2021-02-19,1319,Delayed
P013459,L7683,2023-04-17,2023-04-22,10611,Delayed
P013460,L8698,2022-11-18,2022-12-08,41930,Delayed
P013461,L8349,2020-04-04,2020-04-09,3380,Delayed
P013462,L8610,2022-10-31,2022-10-31,13715,Paid
P013463,L3575,2021-09-20,2021-09-20,31097,Paid
P013464,L0009,2023-09-18,2023-09-18,30700,Paid
P013465,L4870,2022-08-11,2022-08-11,29698,Paid
P013466,L5421,2021-12-10,2021-12-10,33013,Paid
P013467,L8909,2024-01-26,2024-01-31,16148,Delayed
P013468,L1875,2022-09-15,2022-09-15,25214,Paid
P013469,L2634,2023-03-31,2023-03-31,31433,Paid
P013470,L3680,2021-07-07,,12367,Missed
P013471,L5794,2021-06-30,2021-07-05,34646,Delayed
P013472,L3262,2022-06-12,2022-06-12,3274,Paid
P013473,L4073,2021-02-18,2021-02-28,37621,Delayed
P013474,L5355,2023-09-04,2023-09-24,14092,Delayed
P013475,L1247,2021-01-03,2021-01-23,4294,Delayed
P013476,L6003,2020-09-26,2020-10-01,16011,Delayed
P013477,L3237,2022-06-15,2022-06-20,38515,Delayed
P013478,L5416,2022-07-28,2022-07-28,1491,Paid
P013479,L6235,2024-01-16,2024-01-21,39551,Delayed
P013480,L6892,2022-09-17,2022-10-07,31709,Delayed
P013481,L0996,2020-03-28,2020-03-28,29541,Paid
P013482,L4918,2023-06-22,2023-06-22,17782,Paid
P013483,L5028,2020-07-03,2020-07-13,32289,Delayed
P013484,L4230,2021-11-19,2021-11-19,1483,Paid
P013485,L1444,2020-02-15,2020-02-20,11411,Delayed
P013486,L8563,2020-07-16,2020-08-05,13389,Delayed
P013487,L6850,2021-05-16,2021-05-16,18746,Paid
P013488,L1101,2021-12-29,2022-01-18,29489,Delayed
P013489,L0759,2020-01-10,2020-01-30,25151,Delayed
P013490,L0577,2020-06-17,2020-07-07,6731,Delayed
P013491,L8764,2022-07-11,,32746,Missed
P013492,L4448,2020-05-28,2020-06-02,11080,Delayed
P013493,L2085,2021-08-06,2021-08-11,36403,Delayed
P013494,L7310,2021-09-05,2021-09-10,13251,Delayed
P013495,L1801,2023-02-09,2023-02-19,13075,Delayed
P013496,L0088,2021-09-28,2021-09-28,12007,Paid
P013497,L4011,2021-09-29,,25861,Missed
P013498,L4429,2020-06-09,2020-06-14,49088,Delayed
P013499,L1925,2023-04-20,2023-04-20,30502,Paid
P013500,L4247,2023-10-13,2023-10-18,26505,Delayed
P013501,L4292,2023-05-28,2023-05-28,45049,Paid
P013502,L7173,2022-04-01,2022-04-06,39781,Delayed
P013503,L1406,2022-09-25,2022-09-25,33698,Paid
P013504,L7492,2020-03-20,2020-03-20,8005,Paid
P013505,L3753,2023-12-28,2023-12-28,20541,Paid
P013506,L1871,2023-12-28,2024-01-07,23188,Delayed
P013507,L2423,2021-02-18,2021-02-18,31577,Paid
P013508,L6113,2021-12-30,2022-01-19,17521,Delayed
P013509,L6156,2021-03-23,,1479,Missed
P013510,L4707,2023-08-09,2023-08-19,28841,Delayed
P013511,L8253,2023-08-15,2023-08-25,11298,Delayed
P013512,L8141,2020-02-11,2020-03-02,3032,Delayed
P013513,L1859,2022-11-15,2022-11-15,22155,Paid
P013514,L1227,2021-12-30,2021-12-30,17222,Paid
P013515,L2939,2022-08-16,2022-08-26,14532,Delayed
P013516,L0942,2021-08-12,2021-08-22,32035,Delayed
P013517,L5206,2023-11-27,2023-12-07,7221,Delayed
P013518,L3928,2024-01-22,2024-02-01,27160,Delayed
P013519,L3000,2023-08-13,2023-08-18,28847,Delayed
P013520,L1321,2020-02-06,2020-02-06,21945,Paid
P013521,L2411,2023-03-07,2023-03-07,13191,Paid
P013522,L1572,2023-10-28,2023-11-17,3814,Delayed
P013523,L0928,2022-11-30,2022-11-30,42682,Paid
P013524,L0203,2020-07-22,2020-07-22,14111,Paid
P013525,L0199,2022-11-12,2022-12-02,5308,Delayed
P013526,L3542,2020-11-07,2020-11-12,40651,Delayed
P013527,L4757,2020-05-25,2020-06-14,40365,Delayed
P013528,L8185,2022-07-20,2022-07-25,32301,Delayed
P013529,L6507,2023-08-04,2023-08-24,46503,Delayed
P013530,L2180,2022-08-22,2022-09-11,49707,Delayed
P013531,L2329,2021-09-17,2021-09-17,28988,Paid
P013532,L2804,2020-05-10,2020-05-30,44838,Delayed
P013533,L0793,2020-10-05,2020-10-05,47495,Paid
P013534,L8278,2022-06-11,2022-06-11,30186,Paid
P013535,L8049,2021-09-22,2021-09-22,46586,Paid
P013536,L0965,2023-08-13,2023-08-13,12204,Paid
P013537,L5019,2022-07-20,2022-08-09,2839,Delayed
P013538,L7843,2023-09-23,2023-09-28,11527,Delayed
P013539,L7353,2023-08-10,,9931,Missed
P013540,L1391,2023-04-06,2023-04-26,14888,Delayed
P013541,L3034,2022-09-19,2022-09-19,16088,Paid
P013542,L4827,2020-05-27,2020-05-27,28724,Paid
P013543,L5461,2022-03-15,2022-03-15,35947,Paid
P013544,L8828,2022-10-22,2022-10-27,48310,Delayed
P013545,L4737,2022-07-10,2022-07-15,37426,Delayed
P013546,L4301,2022-09-20,2022-09-30,4323,Delayed
P013547,L1407,2023-01-18,2023-01-18,22523,Paid
P013548,L5478,2020-10-24,2020-10-24,48595,Paid
P013549,L5918,2023-08-17,2023-09-06,27186,Delayed
P013550,L2481,2021-06-28,2021-07-18,37227,Delayed
P013551,L3228,2020-05-20,2020-05-30,45460,Delayed
P013552,L2312,2022-01-04,2022-01-04,15661,Paid
P013553,L1242,2023-05-03,2023-05-03,29152,Paid
P013554,L6140,2021-03-29,2021-03-29,10024,Paid
P013555,L8639,2022-01-03,2022-01-13,30029,Delayed
P013556,L1122,2023-02-07,2023-02-07,44825,Paid
P013557,L6908,2023-11-16,2023-11-16,35369,Paid
P013558,L3231,2021-04-27,2021-05-07,8890,Delayed
P013559,L2208,2023-10-26,2023-10-31,46705,Delayed
P013560,L3964,2020-03-12,2020-03-17,42454,Delayed
P013561,L8486,2021-09-03,2021-09-03,44763,Paid
P013562,L7494,2022-04-06,,11700,Missed
P013563,L2869,2023-04-09,2023-04-09,20036,Paid
P013564,L5463,2021-12-26,2021-12-26,29997,Paid
P013565,L3091,2022-03-04,,32731,Missed
P013566,L7990,2023-06-05,2023-06-10,26002,Delayed
P013567,L6050,2020-08-11,,22802,Missed
P013568,L2242,2023-05-21,2023-05-21,35625,Paid
P013569,L0006,2021-12-15,2021-12-15,26798,Paid
P013570,L6808,2020-01-04,2020-01-04,15830,Paid
P013571,L5941,2023-03-29,2023-04-18,39739,Delayed
P013572,L8611,2021-05-11,2021-05-11,17604,Paid
P013573,L3736,2023-08-04,2023-08-14,25727,Delayed
P013574,L0812,2022-09-11,,7257,Missed
P013575,L3347,2021-08-17,2021-08-22,30902,Delayed
P013576,L7228,2022-08-08,2022-08-13,31327,Delayed
P013577,L6194,2021-12-03,2021-12-03,16164,Paid
P013578,L8476,2022-11-15,2022-11-15,5628,Paid
P013579,L8325,2021-11-06,2021-11-06,17074,Paid
P013580,L0632,2020-12-05,2020-12-05,13506,Paid
P013581,L3146,2022-07-02,,49154,Missed
P013582,L5277,2022-10-25,2022-10-30,28561,Delayed
P013583,L4236,2020-11-23,2020-11-23,8671,Paid
P013584,L5855,2024-02-05,,22842,Missed
P013585,L5051,2021-06-24,2021-06-24,48413,Paid
P013586,L6692,2020-04-06,2020-04-11,7111,Delayed
P013587,L2969,2020-07-13,2020-07-18,28534,Delayed
P013588,L5149,2020-02-04,2020-02-04,25649,Paid
P013589,L8169,2021-09-26,2021-09-26,44859,Paid
P013590,L7775,2021-02-09,,39925,Missed
P013591,L8198,2021-04-26,2021-05-16,2036,Delayed
P013592,L1509,2022-01-21,2022-01-21,5723,Paid
P013593,L3014,2023-09-29,2023-09-29,43841,Paid
P013594,L7157,2020-10-23,2020-10-23,19065,Paid
P013595,L4475,2020-08-19,2020-08-19,31930,Paid
P013596,L4754,2021-09-04,2021-09-24,44284,Delayed
P013597,L3395,2021-03-13,2021-03-13,43774,Paid
P013598,L1992,2023-12-14,,20968,Missed
P013599,L2395,2021-03-08,2021-03-28,3374,Delayed
P013600,L0561,2021-10-12,2021-10-22,9436,Delayed
P013601,L5336,2020-07-28,2020-07-28,32545,Paid
P013602,L6339,2023-03-29,2023-03-29,13008,Paid
P013603,L7721,2021-04-28,2021-05-18,48916,Delayed
P013604,L2151,2020-11-14,2020-11-14,33586,Paid
P013605,L6221,2023-04-08,2023-04-08,35083,Paid
P013606,L4055,2023-11-07,2023-11-12,10486,Delayed
P013607,L6843,2023-06-29,2023-06-29,40813,Paid
P013608,L5426,2020-01-28,2020-01-28,45441,Paid
P013609,L4532,2021-06-19,2021-07-09,14607,Delayed
P013610,L6182,2022-07-09,2022-07-29,49959,Delayed
P013611,L4674,2022-03-01,2022-03-06,4214,Delayed
P013612,L7805,2022-05-28,2022-06-02,11780,Delayed
P013613,L4973,2023-10-29,2023-10-29,26342,Paid
P013614,L7713,2021-01-30,2021-02-04,21339,Delayed
P013615,L4821,2021-08-25,2021-09-04,29836,Delayed
P013616,L1401,2022-07-22,2022-08-01,14636,Delayed
P013617,L3582,2022-06-08,2022-06-08,27354,Paid
P013618,L6519,2023-12-26,2023-12-31,37016,Delayed
P013619,L1912,2021-06-04,,47081,Missed
P013620,L8158,2022-09-05,2022-09-05,27650,Paid
P013621,L6251,2021-09-25,,21502,Missed
P013622,L8346,2021-08-15,2021-08-15,39349,Paid
P013623,L0078,2023-11-10,2023-11-30,46908,Delayed
P013624,L2724,2024-01-18,2024-02-07,43005,Delayed
P013625,L0831,2022-06-21,2022-07-01,21804,Delayed
P013626,L2691,2020-02-25,2020-03-06,43032,Delayed
P013627,L8555,2021-01-12,,4629,Missed
P013628,L7273,2020-08-05,2020-08-25,18847,Delayed
P013629,L4200,2020-06-01,2020-06-01,5170,Paid
P013630,L3617,2024-01-27,2024-02-01,11161,Delayed
P013631,L1036,2020-01-28,2020-02-02,41380,Delayed
P013632,L2264,2023-07-30,2023-08-19,36149,Delayed
P013633,L0837,2021-12-18,2021-12-18,30427,Paid
P013634,L8130,2021-03-17,2021-03-17,39727,Paid
P013635,L2802,2020-11-10,2020-11-10,15174,Paid
P013636,L4185,2020-08-09,2020-08-14,11808,Delayed
P013637,L1126,2021-10-29,,10173,Missed
P013638,L3452,2020-05-28,2020-05-28,32567,Paid
P013639,L6135,2021-06-10,2021-06-20,47168,Delayed
P013640,L7956,2022-11-20,2022-11-20,25671,Paid
P013641,L8650,2024-02-01,,15770,Missed
P013642,L1798,2024-01-04,2024-01-04,28502,Paid
P013643,L5978,2023-09-27,2023-09-27,28188,Paid
P013644,L0130,2020-10-18,2020-10-23,4889,Delayed
P013645,L5206,2023-04-19,2023-04-19,35979,Paid
P013646,L8545,2023-09-10,2023-09-30,47082,Delayed
P013647,L5972,2021-01-09,2021-01-09,34657,Paid
P013648,L2219,2020-11-28,2020-12-08,13165,Delayed
P013649,L1578,2023-05-22,2023-05-27,3536,Delayed
P013650,L7655,2022-12-19,2022-12-24,32605,Delayed
P013651,L1389,2021-12-11,2021-12-11,49619,Paid
P013652,L5214,2021-03-01,2021-03-21,13342,Delayed
P013653,L7125,2022-05-16,2022-05-16,41603,Paid
P013654,L2148,2020-12-11,2020-12-11,6552,Paid
P013655,L2484,2022-03-20,2022-03-30,31004,Delayed
P013656,L1381,2021-01-09,,34740,Missed
P013657,L3487,2023-09-21,2023-09-26,18740,Delayed
P013658,L2312,2020-12-16,2021-01-05,26045,Delayed
P013659,L6399,2020-08-03,,25895,Missed
P013660,L0007,2020-07-16,2020-07-26,46200,Delayed
P013661,L8949,2021-11-30,2021-11-30,34955,Paid
P013662,L4350,2022-07-11,2022-07-11,39384,Paid
P013663,L6886,2021-10-24,2021-11-03,31251,Delayed
P013664,L4465,2020-06-08,,28637,Missed
P013665,L4760,2020-07-13,2020-07-13,23964,Paid
P013666,L6267,2022-01-07,,33461,Missed
P013667,L8701,2021-05-05,2021-05-10,3741,Delayed
P013668,L2567,2020-11-16,2020-11-16,16834,Paid
P013669,L1507,2021-11-14,2021-11-19,35471,Delayed
P013670,L7112,2023-07-17,2023-07-17,2137,Paid
P013671,L5823,2023-09-23,,25746,Missed
P013672,L6050,2022-08-19,,45742,Missed
P013673,L4559,2020-01-17,2020-01-17,35578,Paid
P013674,L2725,2021-09-03,2021-09-03,39488,Paid
P013675,L7607,2020-08-15,2020-08-15,30780,Paid
P013676,L7084,2020-03-21,2020-03-21,29716,Paid
P013677,L2196,2022-06-21,2022-06-21,27028,Paid
P013678,L1967,2020-02-07,,20474,Missed
P013679,L1444,2020-04-09,2020-04-19,43549,Delayed
P013680,L6499,2023-03-30,2023-03-30,48773,Paid
P013681,L7219,2022-02-18,2022-02-18,48837,Paid
P013682,L0954,2020-12-25,2020-12-25,5176,Paid
P013683,L1596,2020-02-10,2020-02-20,17953,Delayed
P013684,L2652,2021-01-19,2021-01-19,46270,Paid
P013685,L6376,2021-06-26,2021-06-26,7275,Paid
P013686,L5703,2021-04-20,2021-04-20,2048,Paid
P013687,L6987,2021-04-11,2021-04-16,38399,Delayed
P013688,L7322,2021-10-21,2021-11-10,32030,Delayed
P013689,L3513,2021-10-12,2021-10-12,32096,Paid
P013690,L5566,2022-09-08,,44580,Missed
P013691,L7278,2020-08-03,2020-08-03,43490,Paid
P013692,L6241,2022-03-10,2022-03-20,34096,Delayed
P013693,L0952,2023-11-20,2023-11-25,40175,Delayed
P013694,L1071,2021-11-18,2021-11-18,2947,Paid
P013695,L6617,2022-10-13,2022-10-18,17345,Delayed
P013696,L2977,2023-12-12,2023-12-12,34397,Paid
P013697,L3513,2021-06-24,2021-06-29,45389,Delayed
P013698,L6872,2021-05-16,2021-05-16,26122,Paid
P013699,L7738,2023-01-16,2023-01-16,30755,Paid
P013700,L2344,2020-05-28,2020-05-28,40434,Paid
P013701,L3206,2020-02-16,2020-02-16,7634,Paid
P013702,L2521,2020-02-22,2020-02-22,10162,Paid
P013703,L7722,2023-05-01,2023-05-01,40711,Paid
P013704,L0826,2023-08-22,2023-08-22,22772,Paid
P013705,L2632,2020-05-23,2020-06-12,13489,Delayed
P013706,L1599,2020-06-28,,23976,Missed
P013707,L7174,2023-04-30,,6395,Missed
P013708,L6545,2021-04-26,,44766,Missed
P013709,L6074,2021-06-26,2021-07-16,19990,Delayed
P013710,L8894,2020-07-03,2020-07-13,34804,Delayed
P013711,L5255,2020-08-05,2020-08-05,4672,Paid
P013712,L4245,2020-12-30,,38145,Missed
P013713,L5231,2020-01-08,,28126,Missed
P013714,L8760,2023-01-31,2023-02-20,36050,Delayed
P013715,L0222,2023-03-01,2023-03-01,25297,Paid
P013716,L0925,2021-05-23,2021-05-23,12106,Paid
P013717,L3132,2023-05-10,2023-05-10,2376,Paid
P013718,L6347,2020-01-24,2020-01-24,5248,Paid
P013719,L8837,2023-11-03,2023-11-03,5010,Paid
P013720,L7852,2023-04-25,2023-05-15,34574,Delayed
P013721,L3822,2023-10-01,2023-10-06,10488,Delayed
P013722,L5042,2021-04-26,2021-04-26,4246,Paid
P013723,L8360,2020-04-20,2020-05-10,4917,Delayed
P013724,L0724,2023-08-08,2023-08-08,8831,Paid
P013725,L4707,2021-11-03,2021-11-08,27337,Delayed
P013726,L7927,2022-02-02,2022-02-02,36345,Paid
P013727,L0467,2020-12-01,2020-12-01,38026,Paid
P013728,L8542,2023-08-19,2023-08-19,7764,Paid
P013729,L2215,2020-01-16,2020-01-16,13152,Paid
P013730,L2612,2022-06-08,2022-06-13,16594,Delayed
P013731,L7130,2023-12-03,2023-12-23,20605,Delayed
P013732,L8313,2020-10-23,,6361,Missed
P013733,L5600,2020-02-03,2020-02-03,31501,Paid
P013734,L6667,2021-12-29,2021-12-29,3171,Paid
P013735,L8657,2023-03-21,2023-03-21,41611,Paid
P013736,L7469,2020-10-13,2020-10-13,38438,Paid
P013737,L5207,2020-10-06,2020-10-06,32931,Paid
P013738,L5009,2022-01-18,2022-01-18,48345,Paid
P013739,L5315,2020-04-18,2020-04-18,9278,Paid
P013740,L8167,2021-05-21,2021-06-10,31799,Delayed
P013741,L3995,2023-02-01,2023-02-01,48409,Paid
P013742,L1413,2022-08-17,2022-08-17,12011,Paid
P013743,L4830,2020-02-06,2020-02-06,2839,Paid
P013744,L1607,2020-02-06,2020-02-16,38036,Delayed
P013745,L4003,2023-01-21,2023-02-10,12613,Delayed
P013746,L3791,2022-12-15,2022-12-25,31578,Delayed
P013747,L5658,2020-10-30,2020-11-19,16944,Delayed
P013748,L0062,2021-03-12,2021-04-01,5742,Delayed
P013749,L5080,2020-03-18,2020-03-23,20273,Delayed
P013750,L7438,2023-12-02,,43266,Missed
P013751,L4447,2023-11-07,2023-11-07,24583,Paid
P013752,L1448,2020-04-27,,49668,Missed
P013753,L1724,2022-02-28,2022-03-05,43883,Delayed
P013754,L5581,2022-01-04,,22493,Missed
P013755,L6778,2021-10-20,2021-10-20,7414,Paid
P013756,L4911,2022-03-24,2022-03-24,28293,Paid
P013757,L7413,2024-01-11,2024-01-16,6527,Delayed
P013758,L1154,2022-07-06,2022-07-11,32293,Delayed
P013759,L6150,2021-09-28,2021-09-28,15558,Paid
P013760,L0099,2023-09-25,2023-09-25,26924,Paid
P013761,L3044,2020-06-12,2020-06-22,14045,Delayed
P013762,L7535,2022-12-23,2023-01-02,17055,Delayed
P013763,L0052,2022-01-13,2022-01-18,15900,Delayed
P013764,L5240,2021-08-07,2021-08-27,29256,Delayed
P013765,L6008,2021-01-06,2021-01-11,14023,Delayed
P013766,L1472,2023-09-29,2023-10-09,15098,Delayed
P013767,L0474,2020-08-16,2020-08-16,15182,Paid
P013768,L7673,2020-03-09,2020-03-09,24393,Paid
P013769,L0216,2022-12-02,2022-12-02,29262,Paid
P013770,L1228,2021-11-30,2021-12-10,39151,Delayed
P013771,L5868,2020-04-10,2020-04-10,2007,Paid
P013772,L3982,2022-10-05,2022-10-10,32316,Delayed
P013773,L2115,2023-11-24,2023-11-24,31680,Paid
P013774,L1469,2023-07-30,2023-07-30,21365,Paid
P013775,L8745,2022-06-06,2022-06-06,22819,Paid
P013776,L4523,2020-12-01,2020-12-11,32968,Delayed
P013777,L1043,2023-08-29,2023-09-03,11637,Delayed
P013778,L0814,2022-06-11,2022-06-16,27548,Delayed
P013779,L7906,2023-06-05,2023-06-15,5444,Delayed
P013780,L1896,2022-12-15,2022-12-15,13217,Paid
P013781,L8406,2021-02-06,2021-02-26,46489,Delayed
P013782,L5368,2022-09-21,2022-09-26,21916,Delayed
P013783,L6505,2020-04-24,2020-04-24,25211,Paid
P013784,L5929,2021-06-02,2021-06-22,28558,Delayed
P013785,L8824,2021-11-29,2021-12-09,1444,Delayed
P013786,L1896,2021-07-06,2021-07-11,24150,Delayed
P013787,L3810,2022-10-02,2022-10-02,6278,Paid
P013788,L5724,2024-01-01,2024-01-01,13687,Paid
P013789,L8251,2022-10-06,2022-10-16,14677,Delayed
P013790,L8930,2021-08-26,2021-08-26,4155,Paid
P013791,L8592,2023-03-04,2023-03-24,14766,Delayed
P013792,L3754,2023-07-16,2023-07-26,17917,Delayed
P013793,L1984,2023-12-21,2023-12-21,12825,Paid
P013794,L0056,2020-12-24,2020-12-29,33046,Delayed
P013795,L7357,2023-01-05,2023-01-05,24474,Paid
P013796,L3757,2023-01-11,2023-01-31,9441,Delayed
P013797,L7025,2023-01-28,,42135,Missed
P013798,L8350,2021-01-28,2021-02-07,34328,Delayed
P013799,L8576,2023-11-01,2023-11-01,9731,Paid
P013800,L1334,2022-03-30,2022-03-30,1997,Paid
P013801,L0358,2023-09-18,2023-09-28,43747,Delayed
P013802,L3566,2022-11-17,2022-11-22,39177,Delayed
P013803,L2801,2022-06-30,2022-07-20,11003,Delayed
P013804,L6893,2022-05-01,2022-05-21,43199,Delayed
P013805,L0301,2024-01-31,2024-02-20,38196,Delayed
P013806,L1332,2023-03-26,2023-03-26,45956,Paid
P013807,L7468,2022-10-29,2022-11-03,11690,Delayed
P013808,L7177,2022-07-12,2022-07-12,7717,Paid
P013809,L6914,2021-10-12,,46293,Missed
P013810,L0261,2022-01-21,2022-02-10,31453,Delayed
P013811,L1815,2021-05-25,2021-05-25,20788,Paid
P013812,L0418,2022-03-14,2022-03-14,15099,Paid
P013813,L8454,2021-05-01,2021-05-01,36472,Paid
P013814,L5594,2021-03-13,2021-03-18,40198,Delayed
P013815,L3052,2021-03-27,2021-04-01,35489,Delayed
P013816,L1019,2021-01-30,2021-01-30,20795,Paid
P013817,L3607,2023-05-12,2023-05-12,20942,Paid
P013818,L1744,2020-08-30,2020-08-30,30864,Paid
P013819,L6055,2020-11-01,2020-11-01,6201,Paid
P013820,L5213,2021-09-14,2021-09-24,10423,Delayed
P013821,L7740,2021-07-03,2021-07-03,19795,Paid
P013822,L1771,2021-06-19,2021-06-29,45572,Delayed
P013823,L5191,2020-08-31,2020-09-20,47320,Delayed
P013824,L2955,2020-05-28,2020-06-02,23016,Delayed
P013825,L7482,2020-01-11,2020-01-11,3248,Paid
P013826,L2173,2023-12-11,2023-12-11,36505,Paid
P013827,L6654,2022-11-12,2022-12-02,17586,Delayed
P013828,L2153,2021-04-24,2021-04-29,18426,Delayed
P013829,L4512,2022-05-12,2022-06-01,43764,Delayed
P013830,L1788,2022-07-31,,14177,Missed
P013831,L3144,2022-07-08,2022-07-18,8428,Delayed
P013832,L5317,2023-12-15,2023-12-25,27749,Delayed
P013833,L4153,2022-08-01,2022-08-01,47839,Paid
P013834,L0461,2022-02-16,2022-02-16,19203,Paid
P013835,L7266,2023-07-11,2023-07-11,48192,Paid
P013836,L5846,2021-10-18,2021-10-18,15098,Paid
P013837,L5208,2023-04-06,2023-04-26,39823,Delayed
P013838,L8328,2022-03-09,,13467,Missed
P013839,L1864,2020-03-29,2020-03-29,12533,Paid
P013840,L3543,2022-07-20,2022-08-09,8915,Delayed
P013841,L3270,2022-02-25,2022-03-07,34617,Delayed
P013842,L5222,2020-01-22,,7995,Missed
P013843,L1403,2023-04-16,2023-04-16,43881,Paid
P013844,L3504,2022-11-25,2022-12-05,35785,Delayed
P013845,L6118,2021-10-25,2021-10-30,38192,Delayed
P013846,L7751,2020-10-06,,42817,Missed
P013847,L8727,2023-11-16,2023-11-16,31548,Paid
P013848,L2413,2020-04-23,2020-04-28,2506,Delayed
P013849,L3578,2022-07-17,2022-07-17,30749,Paid
P013850,L6295,2023-04-12,2023-04-12,39179,Paid
P013851,L7933,2023-03-19,2023-03-19,10939,Paid
P013852,L1563,2022-04-09,2022-04-09,32804,Paid
P013853,L2164,2020-05-18,2020-05-18,36237,Paid
P013854,L0229,2022-11-29,,46774,Missed
P013855,L6191,2023-05-05,2023-05-05,41999,Paid
P013856,L3817,2023-12-15,,29117,Missed
P013857,L6398,2024-01-26,,6966,Missed
P013858,L6362,2022-06-24,2022-06-29,7486,Delayed
P013859,L6020,2020-05-03,2020-05-23,39543,Delayed
P013860,L6060,2022-03-30,2022-03-30,10659,Paid
P013861,L8588,2022-07-19,2022-07-29,45466,Delayed
P013862,L5138,2023-06-24,2023-06-24,24561,Paid
P013863,L0418,2020-02-18,2020-02-18,47854,Paid
P013864,L3930,2020-05-28,2020-05-28,26623,Paid
P013865,L8479,2021-03-28,2021-03-28,36750,Paid
P013866,L7079,2021-06-24,2021-06-24,22129,Paid
P013867,L5934,2021-11-13,2021-11-13,3299,Paid
P013868,L0523,2021-07-30,2021-08-04,7221,Delayed
P013869,L0042,2020-01-12,2020-01-17,27624,Delayed
P013870,L3316,2020-03-25,2020-03-25,19241,Paid
P013871,L4399,2021-04-28,2021-05-18,7201,Delayed
P013872,L8329,2020-04-26,2020-04-26,20208,Paid
P013873,L1531,2022-01-25,2022-02-04,21261,Delayed
P013874,L2675,2024-01-25,2024-02-14,45367,Delayed
P013875,L3576,2020-05-20,2020-06-09,23359,Delayed
P013876,L0098,2022-06-15,2022-06-20,12471,Delayed
P013877,L5766,2023-01-05,2023-01-05,26244,Paid
P013878,L7781,2020-02-28,,23478,Missed
P013879,L3201,2021-08-02,2021-08-12,25533,Delayed
P013880,L0682,2021-03-07,2021-03-17,26201,Delayed
P013881,L7661,2022-03-03,2022-03-03,32598,Paid
P013882,L2060,2021-12-25,2021-12-25,31535,Paid
P013883,L6181,2022-03-10,2022-03-20,21307,Delayed
P013884,L7084,2023-08-19,2023-08-29,30191,Delayed
P013885,L8396,2022-04-18,2022-04-18,14319,Paid
P013886,L7713,2022-10-02,2022-10-02,14229,Paid
P013887,L1495,2021-06-29,2021-07-19,46087,Delayed
P013888,L3939,2021-02-27,2021-02-27,28045,Paid
P013889,L5639,2022-04-20,2022-04-20,34468,Paid
P013890,L0259,2022-09-18,2022-09-18,6274,Paid
P013891,L6276,2023-04-27,,32961,Missed
P013892,L4997,2022-07-04,2022-07-14,36253,Delayed
P013893,L7435,2021-03-14,2021-03-14,26087,Paid
P013894,L3371,2021-04-13,2021-04-13,21441,Paid
P013895,L6453,2021-05-30,2021-06-04,46449,Delayed
P013896,L7294,2023-12-19,2023-12-19,26285,Paid
P013897,L5874,2022-12-27,2023-01-01,14323,Delayed
P013898,L0933,2020-09-02,2020-09-07,34825,Delayed
P013899,L0384,2023-12-20,2023-12-20,33624,Paid
P013900,L6454,2021-03-21,2021-04-10,31459,Delayed
P013901,L3675,2023-05-26,2023-05-26,23577,Paid
P013902,L5029,2022-11-09,2022-11-09,48826,Paid
P013903,L3784,2021-09-25,,5528,Missed
P013904,L3491,2022-01-13,2022-01-13,16609,Paid
P013905,L7371,2020-03-04,,48658,Missed
P013906,L1345,2020-07-08,2020-07-28,19809,Delayed
P013907,L4120,2020-12-30,2020-12-30,49058,Paid
P013908,L3626,2020-02-23,,24201,Missed
P013909,L7311,2023-06-23,,22102,Missed
P013910,L7842,2023-03-06,2023-03-06,17504,Paid
P013911,L7147,2022-05-31,2022-05-31,11911,Paid
P013912,L6941,2020-11-28,2020-12-08,37177,Delayed
P013913,L1462,2022-04-06,2022-04-26,5135,Delayed
P013914,L1170,2023-03-04,2023-03-04,24350,Paid
P013915,L0762,2022-11-28,2022-11-28,35555,Paid
P013916,L8338,2021-10-19,2021-10-19,12011,Paid
P013917,L5643,2023-07-22,2023-08-11,3904,Delayed
P013918,L0368,2023-04-03,2023-04-03,16809,Paid
P013919,L2399,2021-10-09,2021-10-09,39353,Paid
P013920,L2686,2021-08-15,,39008,Missed
P013921,L4196,2020-11-18,2020-11-18,26255,Paid
P013922,L8887,2023-12-26,,26471,Missed
P013923,L3519,2021-03-30,2021-03-30,32014,Paid
P013924,L5474,2023-01-07,2023-01-27,31581,Delayed
P013925,L7078,2022-01-05,2022-01-05,7037,Paid
P013926,L4851,2023-09-14,2023-09-14,38191,Paid
P013927,L5034,2023-07-07,2023-07-07,9677,Paid
P013928,L5733,2023-11-27,2023-11-27,7034,Paid
P013929,L4316,2020-08-20,2020-08-25,18847,Delayed
P013930,L4680,2022-01-15,2022-01-15,33450,Paid
P013931,L0559,2023-10-04,2023-10-04,17120,Paid
P013932,L2778,2021-10-13,2021-10-13,21889,Paid
P013933,L2734,2021-10-05,2021-10-05,30151,Paid
P013934,L3158,2021-02-15,2021-02-20,1762,Delayed
P013935,L5263,2021-04-07,2021-04-07,30512,Paid
P013936,L6158,2021-03-21,2021-04-10,49021,Delayed
P013937,L8813,2021-01-24,2021-02-13,7338,Delayed
P013938,L3246,2023-02-17,2023-02-17,30923,Paid
P013939,L8297,2021-12-17,2021-12-17,38682,Paid
