loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,approval_status,loan_start_date
L5438,C0588,Home Loan,3786956,16.65,24,Approved,2022-09-12
L5439,C0677,Vehicle Loan,4139268,9.3,240,Approved,2021-08-11
L5440,C1811,Home Loan,1740999,16.35,240,Approved,2021-02-09
L5441,C2969,Personal Loan,2724165,9.07,24,Approved,2020-07-05
L5442,C3057,Education Loan,1085369,15.12,60,Approved,2022-05-12
L5443,C4707,Personal Loan,314666,9.06,12,Approved,2021-12-24
L5444,C3107,Home Loan,839272,14.31,12,Approved,2019-10-27
L5445,C0292,Home Loan,2010926,14.97,12,Approved,2020-09-18
L5446,C5344,Education Loan,1037925,10.44,240,Rejected,2019-12-06
L5447,C5585,Education Loan,3983599,14.82,60,Approved,2020-11-04
L5448,C4574,Home Loan,75307,7.72,36,Approved,2019-08-11
L5449,C5356,Personal Loan,2940085,10.24,36,Rejected,2020-10-24
L5450,C6415,Vehicle Loan,3069932,9.43,120,Approved,2020-11-14
L5451,C3263,Personal Loan,4375157,15.69,24,Approved,2019-02-28
L5452,C2374,Home Loan,4527274,15.58,120,Approved,2019-05-15
L5453,C1809,Vehicle Loan,966105,11.88,60,Approved,2019-04-24
L5454,C1849,Personal Loan,4571258,9.23,120,Approved,2022-12-04
L5455,C1741,Personal Loan,1263293,13.44,12,Approved,2020-08-18
L5456,C6668,Personal Loan,4202182,8.85,36,Approved,2022-10-07
L5457,C6666,Personal Loan,2272146,16.95,24,Approved,2021-08-12
L5458,C3821,Personal Loan,1593671,10.49,60,Approved,2021-09-14
L5459,C1525,Vehicle Loan,4815370,11.19,60,Approved,2022-03-17
L5460,C4671,Personal Loan,3373706,13.46,24,Approved,2019-09-12
L5461,C5361,Home Loan,288974,16.15,36,Approved,2022-09-22
L5462,C6397,Home Loan,2257588,9.44,24,Approved,2019-08-28
L5463,C2528,Home Loan,3734851,16.19,12,Approved,2019-12-03
L5464,C4308,Vehicle Loan,3907588,16.22,120,Approved,2021-10-29
L5465,C5363,Home Loan,2087771,15.71,12,Approved,2020-01-27
L5466,C5250,Home Loan,1663974,11.35,240,Rejected,2022-01-21
L5467,C6963,Education Loan,4057178,8.27,36,Approved,2021-02-13
L5468,C6793,Home Loan,165376,17.24,240,Approved,2019-09-30
L5469,C6804,Vehicle Loan,4211168,13.48,12,Approved,2020-08-03
L5470,C4254,Personal Loan,1698481,9.38,60,Approved,2021-10-15
L5471,C4966,Home Loan,4847633,14.86,60,Approved,2022-02-21
L5472,C6119,Education Loan,962321,9.1,240,Approved,2019-03-27
L5473,C3429,Vehicle Loan,2058665,13.34,12,Approved,2021-11-29
L5474,C5399,Personal Loan,2824111,16.23,240,Approved,2019-08-28
L5475,C5192,Education Loan,3056700,11.19,60,Approved,2019-02-25
L5476,C4323,Personal Loan,2032093,7.65,120,Approved,2022-05-19
L5477,C1427,Personal Loan,3537272,8.01,60,Approved,2020-03-17
L5478,C5189,Vehicle Loan,4477342,14.16,12,Approved,2022-06-16
L5479,C6422,Education Loan,1701086,10.64,12,Rejected,2021-10-02
L5480,C2839,Personal Loan,3169401,14.47,24,Approved,2022-03-06
L5481,C1210,Vehicle Loan,4081067,14.31,24,Approved,2020-04-17
L5482,C1863,Education Loan,2555051,16.12,120,Approved,2021-10-25
L5483,C4198,Education Loan,1158518,15.06,24,Approved,2019-03-02
L5484,C6610,Personal Loan,4775700,9.45,36,Approved,2020-08-17
L5485,C4610,Home Loan,4121823,10.01,60,Approved,2020-07-08
L5486,C5691,Education Loan,2748712,12.38,60,Approved,2022-11-24
L5487,C2359,Personal Loan,1784740,7.96,12,Approved,2022-07-26
L5488,C5804,Home Loan,2879499,15.02,60,Approved,2022-04-25
L5489,C1207,Vehicle Loan,4328085,10.62,12,Approved,2021-04-29
L5490,C5797,Education Loan,3501412,13.14,24,Approved,2019-05-26
L5491,C0580,Education Loan,4113498,16.99,36,Rejected,2021-06-05
L5492,C2272,Vehicle Loan,1105687,12.62,12,Rejected,2020-07-16
L5493,C5178,Education Loan,1805193,15.29,60,Approved,2020-07-06
L5494,C4889,Education Loan,4639318,16.16,120,Approved,2020-04-23
L5495,C3038,Personal Loan,1975659,14.82,120,Approved,2020-06-04
L5496,C2102,Personal Loan,705729,15.16,240,Rejected,2023-02-03
L5497,C1051,Education Loan,3448099,11.47,60,Approved,2019-03-17
L5498,C5003,Personal Loan,2743893,12.38,24,Approved,2019-11-04
L5499,C3596,Education Loan,4607024,11.73,120,Approved,2019-01-11
L5500,C0104,Home Loan,3738945,16.31,24,Approved,2020-11-05
L5501,C5944,Education Loan,2574207,15.46,60,Approved,2019-08-04
L5502,C5783,Home Loan,3320147,12.95,60,Approved,2020-02-22
L5503,C5588,Personal Loan,4966584,11.14,24,Rejected,2022-03-06
L5504,C1889,Education Loan,2211962,12.09,24,Approved,2022-01-06
L5505,C1498,Personal Loan,4854273,10.75,120,Approved,2021-04-28
L5506,C4697,Vehicle Loan,1460492,8.51,240,Approved,2021-02-07
L5507,C4754,Personal Loan,2653352,13.89,240,Approved,2020-09-12
L5508,C1078,Personal Loan,4929522,16.24,12,Approved,2022-12-21
L5509,C2973,Vehicle Loan,678838,12.67,60,Approved,2019-11-20
L5510,C0206,Home Loan,1022237,14.09,12,Approved,2019-12-31
L5511,C4995,Home Loan,580820,17.67,120,Approved,2021-01-30
L5512,C3980,Education Loan,656171,10.39,36,Approved,2020-03-14
L5513,C4565,Vehicle Loan,4126419,17.84,24,Approved,2019-11-16
L5514,C5797,Vehicle Loan,4026802,8.27,36,Approved,2021-05-26
L5515,C3477,Home Loan,3446481,11.42,24,Approved,2020-04-08
L5516,C3331,Home Loan,3096174,11.48,36,Approved,2021-02-10
L5517,C1939,Vehicle Loan,788200,11.11,12,Approved,2021-11-13
L5518,C4807,Vehicle Loan,3036420,14.62,36,Approved,2020-04-12
L5519,C4686,Education Loan,3771215,11.33,240,Approved,2023-01-09
L5520,C6053,Education Loan,1910552,8.95,120,Approved,2021-12-03
L5521,C0799,Home Loan,3527119,14.33,120,Approved,2019-08-09
L5522,C4380,Vehicle Loan,286984,10.28,240,Approved,2019-08-13
L5523,C3397,Personal Loan,4021655,11.03,24,Approved,2020-11-18
L5524,C4181,Education Loan,3821970,9.98,24,Approved,2020-11-14
L5525,C0813,Personal Loan,4841208,16.1,36,Approved,2022-02-28
L5526,C6460,Personal Loan,1863358,16.85,60,Approved,2021-08-04
L5527,C6181,Personal Loan,1614997,8.71,60,Approved,2021-12-09
L5528,C0362,Personal Loan,2928277,15.59,60,Rejected,2019-12-16
L5529,C5425,Personal Loan,4531460,11.69,60,Approved,2019-12-15
L5530,C4029,Home Loan,3411566,9.93,36,Approved,2019-09-11
L5531,C0360,Home Loan,2487233,17.17,60,Approved,2022-11-17
L5532,C6939,Home Loan,856600,10.38,12,Approved,2019-10-28
L5533,C0460,Personal Loan,823922,12.27,36,Approved,2022-03-15
L5534,C6696,Home Loan,3420576,16.42,12,Approved,2021-10-13
L5535,C2889,Vehicle Loan,482439,8.13,12,Approved,2020-11-20
L5536,C6721,Education Loan,1208563,13.11,36,Approved,2022-04-21
L5537,C2629,Home Loan,4743270,9.58,24,Approved,2019-12-28
L5538,C3874,Education Loan,3985886,15.33,24,Approved,2020-07-28
L5539,C5311,Personal Loan,4205587,14.18,12,Approved,2020-12-21
L5540,C4203,Vehicle Loan,2849644,16.25,60,Approved,2022-07-07
L5541,C0198,Education Loan,1587392,9.96,24,Rejected,2021-05-19
L5542,C1062,Home Loan,470279,10.52,36,Approved,2021-09-28
L5543,C1601,Home Loan,1890796,7.83,240,Approved,2022-04-25
L5544,C0034,Education Loan,3370626,10.87,36,Approved,2020-05-21
L5545,C6330,Vehicle Loan,4022475,9.92,120,Approved,2019-06-30
L5546,C4230,Education Loan,143549,17.72,24,Approved,2022-02-08
L5547,C0001,Vehicle Loan,2104523,12.55,120,Approved,2019-04-30
L5548,C3480,Vehicle Loan,4495537,13.9,36,Approved,2020-01-16
L5549,C6072,Education Loan,3427856,8.81,60,Approved,2019-04-14
L5550,C0476,Education Loan,4266576,15.42,24,Approved,2021-07-07
L5551,C1517,Vehicle Loan,4591225,16.41,120,Approved,2021-11-14
L5552,C2575,Home Loan,2200315,14.4,36,Approved,2021-08-12
L5553,C5801,Vehicle Loan,831258,10.86,24,Approved,2022-11-15
L5554,C2923,Personal Loan,797701,17.2,12,Approved,2020-03-07
L5555,C4951,Education Loan,4976813,16.64,36,Rejected,2021-08-13
L5556,C3516,Education Loan,1818828,14.06,240,Approved,2019-01-20
L5557,C4523,Education Loan,356374,11.46,36,Approved,2021-04-14
L5558,C6692,Vehicle Loan,1228254,9.92,12,Approved,2019-09-30
L5559,C3269,Vehicle Loan,1375288,16.88,60,Approved,2022-05-27
L5560,C2926,Home Loan,3959473,8.49,60,Approved,2022-10-04
L5561,C1622,Education Loan,1228510,10.94,36,Rejected,2021-04-24
L5562,C3121,Vehicle Loan,3238774,10.62,60,Approved,2022-02-09
L5563,C6875,Education Loan,4689237,9.75,12,Approved,2022-05-22
L5564,C2827,Education Loan,3260402,10.11,120,Approved,2020-08-17
L5565,C6781,Personal Loan,1857081,17.01,60,Approved,2019-05-28
L5566,C6425,Vehicle Loan,2712337,12.03,120,Approved,2020-12-23
L5567,C1692,Personal Loan,3989873,11.35,120,Approved,2022-10-27
L5568,C6665,Education Loan,4235209,7.74,240,Approved,2022-02-19
L5569,C6788,Personal Loan,3413494,15.51,36,Rejected,2021-02-11
L5570,C1651,Education Loan,957843,9.67,120,Approved,2020-08-11
L5571,C2913,Education Loan,2410339,10.2,36,Rejected,2021-04-29
L5572,C6146,Personal Loan,4824026,9.02,60,Approved,2020-07-21
L5573,C3951,Education Loan,596441,8.9,24,Approved,2020-07-30
L5574,C2810,Home Loan,2739450,7.75,240,Approved,2022-04-17
L5575,C3945,Personal Loan,2570890,11.98,36,Approved,2021-12-18
L5576,C6922,Home Loan,1286568,14.13,240,Approved,2022-01-21
L5577,C6691,Vehicle Loan,2214359,7.81,12,Approved,2019-10-26
L5578,C3863,Personal Loan,4993573,11.84,240,Approved,2019-03-30
L5579,C3113,Personal Loan,4456963,16.16,120,Approved,2020-09-15
L5580,C3050,Personal Loan,3665098,14.97,12,Approved,2021-08-29
L5581,C0347,Education Loan,3264952,13.49,36,Approved,2023-01-12
L5582,C4869,Vehicle Loan,1264719,15.57,12,Approved,2019-01-21
L5583,C4707,Personal Loan,3283783,13.05,36,Rejected,2019-03-05
L5584,C5912,Personal Loan,3279527,16.08,12,Approved,2022-12-06
L5585,C0074,Personal Loan,1592753,14.54,60,Approved,2020-05-30
L5586,C4442,Personal Loan,3547286,17.28,36,Approved,2019-01-01
L5587,C3368,Vehicle Loan,3834377,13.26,60,Approved,2021-12-15
L5588,C0624,Home Loan,1873006,17.96,36,Approved,2019-06-25
L5589,C1440,Education Loan,3867918,13.03,60,Approved,2021-02-16
L5590,C0281,Personal Loan,4035177,9.31,120,Approved,2020-09-09
L5591,C2882,Home Loan,4538931,10.52,240,Approved,2022-08-27
L5592,C3303,Education Loan,2301461,8.5,240,Approved,2019-08-05
L5593,C0582,Education Loan,3779851,14.32,240,Approved,2020-11-27
L5594,C5550,Home Loan,3273929,8.82,60,Approved,2019-02-04
L5595,C4390,Home Loan,4384871,8.92,24,Rejected,2020-04-17
L5596,C1414,Home Loan,3504703,11.74,24,Approved,2019-05-03
L5597,C5043,Home Loan,4169300,16.75,120,Approved,2022-08-30
L5598,C3506,Vehicle Loan,4438450,11.56,60,Approved,2020-07-22
L5599,C1684,Vehicle Loan,4569102,14.58,36,Rejected,2022-06-23
L5600,C2791,Home Loan,3018048,10.26,36,Approved,2022-12-23
L5601,C1060,Home Loan,3055832,11.86,36,Approved,2019-05-02
L5602,C5333,Education Loan,1658175,11.1,60,Approved,2019-05-02
L5603,C5524,Education Loan,329566,16.42,36,Approved,2020-05-16
L5604,C4293,Vehicle Loan,4659482,12.05,120,Approved,2021-02-05
L5605,C1018,Personal Loan,2781941,16.8,24,Rejected,2020-09-28
L5606,C5926,Home Loan,1858930,8.2,12,Approved,2021-02-17
L5607,C2333,Education Loan,2681149,17.32,12,Approved,2019-07-11
L5608,C6825,Education Loan,4709613,15.55,12,Rejected,2019-02-01
L5609,C3338,Home Loan,3897779,14.19,240,Approved,2022-11-09
L5610,C5344,Personal Loan,3595877,14.61,240,Approved,2022-01-02
L5611,C0973,Education Loan,2688115,9.92,24,Approved,2019-01-21
L5612,C1120,Education Loan,2431497,14.53,12,Approved,2020-12-19
L5613,C0788,Personal Loan,68863,13.79,24,Approved,2020-03-28
L5614,C2313,Personal Loan,3109715,16.07,60,Approved,2021-01-19
L5615,C0630,Education Loan,3302645,8.54,120,Approved,2022-05-24
L5616,C5344,Home Loan,3324356,9.63,240,Approved,2021-09-21
L5617,C5096,Home Loan,4211816,12.34,60,Rejected,2019-04-09
L5618,C2749,Personal Loan,804820,14.15,36,Approved,2020-08-30
L5619,C5176,Education Loan,994742,11.63,12,Approved,2020-01-27
L5620,C6198,Education Loan,1850034,8.17,60,Rejected,2022-09-17
L5621,C6672,Vehicle Loan,607616,9.34,12,Approved,2021-11-11
L5622,C6045,Home Loan,4096407,13.46,120,Approved,2022-05-29
L5623,C4769,Education Loan,3915739,9.41,120,Approved,2022-10-26
L5624,C5569,Home Loan,3450043,13.84,36,Approved,2021-05-02
L5625,C3612,Education Loan,1472734,9.98,60,Approved,2021-06-09
L5626,C5264,Home Loan,2044724,13.07,36,Approved,2019-10-28
L5627,C1948,Education Loan,392766,12.82,24,Approved,2022-10-20
L5628,C5116,Education Loan,1956052,12.11,24,Approved,2019-05-02
L5629,C4313,Education Loan,2936264,7.86,12,Rejected,2019-02-12
L5630,C3985,Home Loan,2131452,10.84,240,Approved,2021-05-31
L5631,C0789,Home Loan,4816091,12.8,240,Approved,2019-03-27
L5632,C5861,Home Loan,1178079,9.21,240,Approved,2019-07-18
L5633,C1122,Home Loan,4245027,16.43,60,Approved,2021-07-11
L5634,C0650,Personal Loan,1088146,16.23,120,Approved,2019-07-28
L5635,C0925,Personal Loan,3193722,9.44,12,Approved,2021-01-19
L5636,C1344,Personal Loan,1423281,17.66,60,Approved,2022-09-17
L5637,C3340,Personal Loan,1899319,17.4,60,Approved,2020-09-22
L5638,C0422,Home Loan,4916512,13.01,24,Approved,2020-06-24
L5639,C0207,Vehicle Loan,2093881,10.8,120,Approved,2019-02-15
L5640,C0434,Education Loan,2358578,9.15,240,Approved,2019-12-09
L5641,C6242,Education Loan,3205525,11.35,60,Rejected,2021-08-04
L5642,C3076,Education Loan,273220,13.65,60,Approved,2022-02-20
L5643,C1790,Education Loan,3242830,17.42,24,Approved,2019-06-20
L5644,C3788,Vehicle Loan,1753969,12.41,120,Approved,2020-07-31
L5645,C2853,Home Loan,4474550,15.07,12,Approved,2021-02-14
L5646,C1230,Home Loan,4382969,17.19,24,Rejected,2021-03-27
L5647,C0928,Personal Loan,3083235,14.41,24,Approved,2021-04-06
L5648,C2824,Personal Loan,3179493,14.01,60,Approved,2021-03-30
L5649,C5490,Education Loan,3519356,10.11,120,Approved,2020-08-05
L5650,C3411,Education Loan,304553,8.06,24,Approved,2019-06-22
L5651,C2397,Vehicle Loan,2891986,8.6,60,Approved,2019-08-04
L5652,C0984,Home Loan,1458004,8.36,36,Approved,2021-09-10
L5653,C2846,Vehicle Loan,1589562,17.32,12,Rejected,2019-03-20
L5654,C0593,Home Loan,3561563,11.73,120,Approved,2023-01-02
L5655,C3294,Home Loan,833005,16.36,240,Approved,2019-03-07
L5656,C5913,Vehicle Loan,1043779,14.71,240,Approved,2021-09-01
L5657,C3246,Personal Loan,525091,8.22,60,Approved,2020-05-17
L5658,C1366,Vehicle Loan,3814365,13.61,60,Approved,2019-11-05
L5659,C3001,Vehicle Loan,846433,13.42,36,Approved,2019-10-27
L5660,C2976,Education Loan,2998212,12.81,24,Approved,2021-02-26
L5661,C2995,Education Loan,59654,13.12,36,Approved,2021-02-19
L5662,C1687,Vehicle Loan,3062432,13.91,24,Approved,2022-05-18
L5663,C0352,Education Loan,3168952,13.05,240,Approved,2022-11-12
L5664,C3661,Personal Loan,2007568,9.91,240,Approved,2022-11-02
L5665,C5548,Education Loan,1920839,14.67,120,Approved,2020-07-02
L5666,C3601,Vehicle Loan,783772,15.64,120,Approved,2022-04-22
L5667,C4479,Home Loan,268240,12.63,120,Approved,2020-08-01
L5668,C0460,Personal Loan,828334,10.2,60,Rejected,2022-07-30
L5669,C5049,Home Loan,1645359,9.92,120,Approved,2021-03-13
L5670,C3743,Vehicle Loan,3520944,15.75,60,Approved,2019-05-29
L5671,C1852,Personal Loan,4834050,8.31,24,Rejected,2020-09-15
L5672,C3703,Home Loan,2575218,17.27,24,Rejected,2020-03-10
L5673,C0517,Education Loan,1153916,13.7,240,Approved,2021-02-10
L5674,C6397,Personal Loan,1417371,13.22,60,Approved,2019-04-02
L5675,C0354,Home Loan,3699095,16.72,120,Approved,2020-10-10
L5676,C3462,Home Loan,3042884,14.65,24,Approved,2021-01-12
L5677,C2591,Education Loan,1255795,10.73,240,Approved,2020-03-10
L5678,C0803,Home Loan,4173078,15.05,240,Approved,2022-03-16
L5679,C6611,Education Loan,2986200,12.2,60,Approved,2022-11-28
L5680,C5791,Education Loan,2425093,9.79,36,Approved,2022-01-13
L5681,C2771,Vehicle Loan,4174272,10.48,120,Approved,2022-07-01
L5682,C0614,Education Loan,4418469,16.59,24,Approved,2020-11-05
L5683,C2474,Personal Loan,4772184,16.34,36,Approved,2019-09-07
L5684,C4272,Vehicle Loan,2017270,15.09,60,Approved,2020-04-29
L5685,C4884,Vehicle Loan,3210502,10.25,60,Approved,2021-04-26
L5686,C4633,Education Loan,4907651,14.66,60,Approved,2022-04-09
L5687,C5505,Home Loan,2303126,11.57,36,Approved,2022-06-15
L5688,C0761,Home Loan,2645594,17.65,120,Approved,2019-09-11
L5689,C6772,Vehicle Loan,2933098,14.52,12,Approved,2021-06-29
L5690,C2574,Vehicle Loan,4130370,15.28,24,Approved,2020-12-17
L5691,C6718,Vehicle Loan,1246310,8.2,120,Approved,2022-06-15
L5692,C4447,Home Loan,3667657,14.51,120,Rejected,2022-04-01
L5693,C6676,Vehicle Loan,3356292,16.47,120,Approved,2020-09-05
L5694,C1062,Home Loan,177265,9.82,60,Rejected,2022-12-03
L5695,C0917,Personal Loan,233936,10.16,240,Approved,2019-11-26
L5696,C1076,Personal Loan,1555737,14.04,36,Approved,2021-05-21
L5697,C6899,Vehicle Loan,3142317,7.51,12,Approved,2019-06-24
L5698,C0807,Vehicle Loan,3804997,11.46,240,Approved,2021-10-28
L5699,C5194,Vehicle Loan,1989775,17,120,Approved,2022-02-05
L5700,C3849,Education Loan,1996862,16.99,24,Approved,2021-11-21
L5701,C0973,Vehicle Loan,2720061,16.08,240,Rejected,2019-06-22
L5702,C1280,Vehicle Loan,4984193,7.92,240,Approved,2019-10-23
L5703,C4881,Personal Loan,579442,9.75,240,Approved,2019-03-25
L5704,C0747,Home Loan,1583321,17.65,24,Approved,2019-01-30
L5705,C6550,Education Loan,3910878,10.43,24,Approved,2022-12-12
L5706,C0969,Vehicle Loan,4709013,11.91,60,Approved,2022-08-24
L5707,C2133,Personal Loan,645739,10.39,240,Approved,2021-01-15
L5708,C2327,Education Loan,251840,15.95,240,Rejected,2021-05-28
L5709,C6642,Education Loan,1192195,14.72,60,Approved,2021-01-22
L5710,C6380,Education Loan,880591,17.02,120,Approved,2019-05-01
L5711,C4289,Personal Loan,1412624,13.86,120,Approved,2020-05-27
L5712,C5328,Education Loan,713935,8.46,60,Approved,2020-06-05
L5713,C2842,Home Loan,3105592,14.16,36,Approved,2022-01-12
L5714,C6388,Home Loan,3355694,9.11,12,Approved,2020-10-30
L5715,C3290,Vehicle Loan,4930311,15.91,24,Rejected,2021-06-20
L5716,C4732,Personal Loan,3749022,14.65,36,Rejected,2022-01-23
L5717,C4739,Personal Loan,2902379,12.45,12,Approved,2020-03-03
L5718,C3815,Education Loan,1806823,9.39,60,Approved,2021-03-07
L5719,C5909,Education Loan,4579444,17.89,240,Approved,2022-08-10
L5720,C1868,Education Loan,3043789,11.53,60,Approved,2022-10-11
L5721,C2288,Home Loan,3266550,13.18,120,Approved,2022-12-19
L5722,C0810,Personal Loan,4344773,17.42,60,Rejected,2021-03-11
L5723,C5546,Personal Loan,4964161,12.66,12,Approved,2021-12-01
L5724,C1907,Vehicle Loan,3745474,15.76,240,Rejected,2019-08-12
L5725,C0822,Vehicle Loan,3057955,12.91,24,Approved,2020-08-17
L5726,C5000,Vehicle Loan,394718,12.56,60,Approved,2020-11-15
L5727,C0685,Education Loan,3848731,8.12,120,Approved,2019-03-11
L5728,C4432,Education Loan,2521983,15.79,12,Approved,2023-01-08
L5729,C6314,Education Loan,1107104,15.21,24,Approved,2022-02-16
L5730,C5559,Home Loan,3409657,16.64,120,Approved,2022-11-12
L5731,C2020,Home Loan,3905957,7.91,240,Approved,2020-10-19
L5732,C5515,Education Loan,3858551,12.53,36,Rejected,2022-09-19
L5733,C5790,Home Loan,1167992,12.9,36,Rejected,2021-02-25
L5734,C4410,Home Loan,1086993,12.32,240,Rejected,2020-12-02
L5735,C2681,Vehicle Loan,715790,11.52,120,Approved,2021-05-21
L5736,C6764,Home Loan,3663713,13.73,36,Approved,2022-07-23
L5737,C1840,Home Loan,4822061,13.41,60,Approved,2022-11-14
L5738,C6353,Vehicle Loan,1445198,7.74,60,Rejected,2020-09-09
L5739,C2360,Personal Loan,3108693,12.28,24,Approved,2021-05-13
L5740,C1373,Personal Loan,346016,10.44,24,Approved,2020-09-21
L5741,C1138,Personal Loan,2466552,14.42,60,Rejected,2019-06-26
L5742,C1048,Personal Loan,4130393,14.96,240,Rejected,2022-12-16
L5743,C1552,Education Loan,537580,10.08,60,Approved,2019-09-28
L5744,C3367,Home Loan,1080795,10.58,36,Approved,2020-09-13
L5745,C4442,Personal Loan,4755906,12.87,240,Approved,2019-06-27
L5746,C5052,Vehicle Loan,3924606,16.56,240,Approved,2021-03-22
L5747,C2986,Vehicle Loan,1078260,7.87,36,Rejected,2020-01-17
L5748,C3697,Personal Loan,4998384,10.79,36,Approved,2020-05-31
L5749,C1902,Education Loan,3816738,11.9,12,Approved,2021-08-09
L5750,C0854,Home Loan,2339614,8.82,36,Approved,2021-07-22
L5751,C0429,Vehicle Loan,4435772,16.41,240,Rejected,2021-01-05
L5752,C1743,Vehicle Loan,4935557,14.21,60,Approved,2021-08-23
L5753,C6806,Vehicle Loan,4476600,10.73,120,Approved,2020-11-26
L5754,C0513,Personal Loan,3873628,9.01,60,Approved,2019-02-23
L5755,C4723,Vehicle Loan,2671162,10.83,12,Approved,2019-01-21
L5756,C4971,Home Loan,1623357,10.99,120,Approved,2020-09-21
L5757,C0856,Personal Loan,1254496,17.62,36,Approved,2020-04-08
L5758,C4587,Education Loan,3777147,11.84,24,Rejected,2021-10-13
L5759,C1314,Education Loan,858299,16.11,120,Approved,2019-05-02
L5760,C0889,Education Loan,1249501,16.55,24,Approved,2022-07-30
L5761,C0463,Vehicle Loan,179073,12.29,60,Rejected,2021-03-17
L5762,C1616,Home Loan,4702814,12.87,12,Approved,2019-03-07
L5763,C6582,Education Loan,168406,14.61,60,Rejected,2021-12-02
L5764,C2257,Education Loan,2681483,9.34,12,Rejected,2019-04-15
L5765,C6319,Education Loan,1926472,14.11,24,Approved,2019-07-19
L5766,C5297,Vehicle Loan,934095,9.19,120,Approved,2019-06-22
L5767,C3545,Personal Loan,4193559,8.38,36,Approved,2021-05-09
L5768,C5722,Home Loan,2891759,14.93,36,Approved,2020-04-15
L5769,C0555,Personal Loan,649193,11.79,60,Approved,2019-06-25
L5770,C6569,Personal Loan,2752864,17.08,60,Rejected,2021-02-11
L5771,C2357,Home Loan,542208,12.8,120,Approved,2019-03-22
L5772,C5138,Vehicle Loan,3256816,15.17,24,Approved,2021-07-03
L5773,C1876,Home Loan,4624128,17.29,36,Approved,2019-03-13
L5774,C2212,Education Loan,657001,12.85,120,Approved,2020-01-08
L5775,C4934,Personal Loan,798802,13.99,60,Rejected,2020-02-20
L5776,C6204,Education Loan,2765129,12.34,36,Approved,2019-02-25
L5777,C1222,Vehicle Loan,1334511,9.76,240,Approved,2020-08-14
L5778,C5265,Education Loan,3720307,15.7,36,Approved,2021-10-31
L5779,C5794,Vehicle Loan,2239505,10.62,60,Approved,2019-08-19
L5780,C1394,Personal Loan,1694583,9.21,120,Approved,2019-07-27
L5781,C1359,Vehicle Loan,3395512,8.74,24,Approved,2021-01-27
L5782,C3731,Home Loan,4978359,16.43,240,Approved,2021-03-19
L5783,C3908,Vehicle Loan,4125309,15.35,12,Approved,2021-06-24
L5784,C2085,Education Loan,3321714,16.09,36,Approved,2021-09-16
L5785,C4936,Home Loan,1889751,17.76,12,Approved,2021-05-15
L5786,C4895,Education Loan,2908263,12.35,120,Approved,2022-05-19
L5787,C0931,Education Loan,2575037,8.2,12,Rejected,2023-02-01
L5788,C5975,Home Loan,3049194,17.2,24,Approved,2019-12-17
L5789,C4695,Vehicle Loan,787547,9.08,12,Approved,2021-09-29
L5790,C6293,Home Loan,4695755,14.96,240,Approved,2019-07-16
L5791,C2150,Personal Loan,1124109,15.83,240,Rejected,2020-08-02
L5792,C6486,Vehicle Loan,3978423,9.36,12,Rejected,2019-02-19
L5793,C4887,Home Loan,4127873,8.31,24,Approved,2020-02-16
L5794,C1972,Vehicle Loan,4100703,11.35,120,Approved,2021-01-23
L5795,C2493,Education Loan,4462241,11.24,12,Approved,2021-04-30
L5796,C6088,Vehicle Loan,2551706,15.59,60,Approved,2020-09-21
L5797,C1706,Vehicle Loan,1606408,17.12,24,Approved,2022-01-25
L5798,C1471,Education Loan,4684804,15.32,36,Approved,2022-10-16
L5799,C0433,Vehicle Loan,3387605,16.26,36,Rejected,2022-12-16
L5800,C2888,Vehicle Loan,3884167,8.94,12,Approved,2022-05-01
L5801,C4938,Education Loan,2057028,12.58,12,Approved,2020-03-23
L5802,C1405,Home Loan,512632,9.33,120,Approved,2021-04-21
L5803,C4223,Education Loan,2553646,12.51,60,Approved,2019-08-01
L5804,C2417,Education Loan,4354072,17.82,24,Approved,2021-01-17
L5805,C1978,Education Loan,2077652,13.78,12,Approved,2021-04-29
L5806,C2786,Vehicle Loan,4247506,15.97,24,Approved,2020-02-21
L5807,C5858,Education Loan,3083737,8.19,12,Rejected,2019-11-16
L5808,C1313,Home Loan,232841,8.42,120,Approved,2019-03-26
L5809,C1789,Education Loan,2148627,7.93,24,Approved,2019-12-09
L5810,C4103,Vehicle Loan,2938140,17.83,24,Approved,2022-03-05
L5811,C0005,Home Loan,3694923,10.08,12,Rejected,2022-06-13
L5812,C5874,Education Loan,2606353,9.36,240,Approved,2022-07-08
L5813,C4659,Vehicle Loan,3132965,10.09,120,Approved,2021-09-14
L5814,C1149,Education Loan,3614898,7.78,24,Approved,2021-03-14
L5815,C1049,Education Loan,4402128,13.21,120,Approved,2021-07-19
L5816,C5318,Education Loan,525836,9.03,120,Approved,2021-10-15
L5817,C6402,Personal Loan,4673747,10.16,240,Rejected,2019-06-06
L5818,C3492,Personal Loan,4794215,14.85,240,Rejected,2021-06-12
L5819,C2596,Personal Loan,170637,12.92,36,Approved,2022-01-29
L5820,C3904,Vehicle Loan,366982,7.76,120,Approved,2022-11-05
L5821,C0078,Home Loan,2218862,12.56,24,Approved,2021-01-13
L5822,C3997,Education Loan,103778,7.85,60,Approved,2021-03-10
L5823,C1616,Education Loan,4691893,15.37,36,Approved,2020-01-21
L5824,C0640,Home Loan,190032,11.79,240,Rejected,2020-05-16
L5825,C2983,Home Loan,3665817,9.92,36,Approved,2022-04-08
