customer_id,credit_score,risk_category,score_date
C3402,447,High Risk,2023-09-16
C3403,800,Very Low Risk,2023-09-14
C3404,780,Very Low Risk,2023-12-05
C3405,678,Low Risk,2023-07-03
C3406,815,Very Low Risk,2023-10-06
C3407,820,Very Low Risk,2023-10-29
C3408,690,Low Risk,2023-04-27
C3409,699,Low Risk,2023-03-14
C3410,824,Very Low Risk,2023-12-08
C3411,861,Very Low Risk,2023-04-05
C3412,308,High Risk,2023-03-31
C3413,526,High Risk,2023-06-08
C3414,872,Very Low Risk,2023-01-29
C3415,479,High Risk,2023-02-05
C3416,325,High Risk,2023-08-10
C3417,586,Medium Risk,2023-02-17
C3418,437,High Risk,2023-03-07
C3419,698,Low Risk,2023-05-23
C3420,731,Low Risk,2023-07-24
C3421,795,Very Low Risk,2023-11-16
C3422,606,Medium Risk,2023-08-27
C3423,616,Medium Risk,2023-10-10
C3424,600,Medium Risk,2023-01-08
C3425,643,Medium Risk,2023-10-07
C3426,794,Very Low Risk,2023-01-23
C3427,343,High Risk,2023-09-02
C3428,329,High Risk,2023-05-18
C3429,723,Low Risk,2023-06-13
C3430,343,High Risk,2023-03-20
C3431,814,Very Low Risk,2023-11-18
C3432,331,High Risk,2023-01-16
C3433,412,High Risk,2023-09-22
C3434,769,Very Low Risk,2023-09-04
C3435,895,Very Low Risk,2023-05-18
C3436,361,High Risk,2023-07-02
C3437,555,Medium Risk,2023-03-31
C3438,344,High Risk,2023-11-15
C3439,730,Low Risk,2023-01-16
C3440,790,Very Low Risk,2023-03-28
C3441,756,Very Low Risk,2023-08-16
C3442,887,Very Low Risk,2023-03-03
C3443,786,Very Low Risk,2023-08-06
C3444,415,High Risk,2023-11-22
C3445,382,High Risk,2023-04-11
C3446,307,High Risk,2023-03-30
C3447,856,Very Low Risk,2023-02-26
C3448,574,Medium Risk,2023-08-24
C3449,763,Very Low Risk,2023-02-06
C3450,492,High Risk,2023-08-16
C3451,837,Very Low Risk,2023-10-04
C3452,692,Low Risk,2023-07-26
C3453,574,Medium Risk,2023-02-04
C3454,720,Low Risk,2023-04-20
C3455,550,Medium Risk,2023-04-04
C3456,741,Low Risk,2023-03-02
C3457,516,High Risk,2023-04-19
C3458,549,High Risk,2023-10-30
C3459,594,Medium Risk,2023-06-29
C3460,357,High Risk,2023-07-31
C3461,688,Low Risk,2023-05-14
C3462,808,Very Low Risk,2023-11-02
C3463,892,Very Low Risk,2023-07-12
C3464,586,Medium Risk,2023-06-14
C3465,365,High Risk,2023-09-29
C3466,708,Low Risk,2023-01-21
C3467,488,High Risk,2023-10-21
C3468,633,Medium Risk,2023-07-24
C3469,828,Very Low Risk,2023-05-02
C3470,874,Very Low Risk,2023-10-03
C3471,679,Low Risk,2023-06-02
C3472,837,Very Low Risk,2023-11-09
C3473,502,High Risk,2023-02-06
C3474,719,Low Risk,2023-04-06
C3475,300,High Risk,2023-05-15
C3476,316,High Risk,2023-02-13
C3477,568,Medium Risk,2023-12-08
C3478,417,High Risk,2023-06-01
C3479,834,Very Low Risk,2023-09-05
C3480,844,Very Low Risk,2023-02-03
C3481,368,High Risk,2023-07-01
C3482,756,Very Low Risk,2023-08-11
C3483,797,Very Low Risk,2023-07-23
C3484,896,Very Low Risk,2023-03-21
C3485,473,High Risk,2023-11-18
C3486,470,High Risk,2023-08-07
C3487,530,High Risk,2023-09-09
C3488,634,Medium Risk,2023-07-12
C3489,715,Low Risk,2023-05-18
C3490,848,Very Low Risk,2023-08-29
C3491,645,Medium Risk,2023-08-01
C3492,312,High Risk,2023-03-23
C3493,338,High Risk,2023-06-05
C3494,711,Low Risk,2023-12-16
C3495,494,High Risk,2023-10-16
C3496,490,High Risk,2023-01-07
C3497,592,Medium Risk,2023-05-01
C3498,521,High Risk,2023-08-18
C3499,835,Very Low Risk,2023-07-02
C3500,804,Very Low Risk,2023-12-23
C3501,715,Low Risk,2023-05-08
C3502,627,Medium Risk,2023-08-02
C3503,720,Low Risk,2023-08-14
C3504,588,Medium Risk,2023-08-20
C3505,418,High Risk,2023-11-28
C3506,444,High Risk,2023-04-21
C3507,527,High Risk,2023-08-11
C3508,373,High Risk,2023-06-18
C3509,577,Medium Risk,2023-04-01
C3510,850,Very Low Risk,2023-11-01
C3511,737,Low Risk,2023-11-12
C3512,815,Very Low Risk,2023-12-28
C3513,300,High Risk,2023-01-14
C3514,443,High Risk,2023-05-16
C3515,618,Medium Risk,2023-05-27
C3516,757,Very Low Risk,2023-09-20
C3517,891,Very Low Risk,2023-09-06
C3518,697,Low Risk,2023-03-20
C3519,445,High Risk,2023-09-23
C3520,844,Very Low Risk,2023-12-24
C3521,603,Medium Risk,2023-09-17
C3522,540,High Risk,2023-09-26
C3523,497,High Risk,2023-03-07
C3524,612,Medium Risk,2023-11-05
C3525,574,Medium Risk,2023-09-19
C3526,632,Medium Risk,2023-03-10
C3527,456,High Risk,2023-11-25
C3528,611,Medium Risk,2023-12-28
C3529,793,Very Low Risk,2023-07-13
C3530,435,High Risk,2023-08-08
C3531,863,Very Low Risk,2023-04-30
C3532,737,Low Risk,2023-07-30
C3533,547,High Risk,2023-07-27
C3534,666,Low Risk,2023-05-02
C3535,308,High Risk,2023-04-04
C3536,595,Medium Risk,2023-06-01
C3537,335,High Risk,2023-12-25
C3538,817,Very Low Risk,2023-10-01
C3539,516,High Risk,2023-05-30
C3540,783,Very Low Risk,2023-10-10
C3541,595,Medium Risk,2023-04-07
C3542,866,Very Low Risk,2023-10-04
C3543,705,Low Risk,2023-03-30
C3544,491,High Risk,2023-06-06
C3545,680,Low Risk,2023-05-14
C3546,752,Very Low Risk,2023-11-30
C3547,514,High Risk,2023-05-27
C3548,582,Medium Risk,2023-06-30
C3549,684,Low Risk,2023-08-15
C3550,571,Medium Risk,2023-08-06
C3551,435,High Risk,2023-12-14
C3552,836,Very Low Risk,2023-06-01
C3553,633,Medium Risk,2023-10-10
C3554,491,High Risk,2023-09-17
C3555,365,High Risk,2023-04-29
C3556,687,Low Risk,2023-02-11
C3557,594,Medium Risk,2023-01-14
C3558,832,Very Low Risk,2023-11-01
C3559,811,Very Low Risk,2023-01-14
C3560,601,Medium Risk,2023-11-19
C3561,365,High Risk,2023-08-08
C3562,852,Very Low Risk,2023-10-21
C3563,706,Low Risk,2023-12-09
C3564,508,High Risk,2023-08-19
C3565,437,High Risk,2023-06-29
C3566,899,Very Low Risk,2023-11-26
C3567,472,High Risk,2023-10-11
C3568,571,Medium Risk,2023-09-24
C3569,551,Medium Risk,2023-11-10
C3570,523,High Risk,2023-05-11
C3571,799,Very Low Risk,2023-06-08
C3572,683,Low Risk,2023-03-31
C3573,528,High Risk,2023-02-10
C3574,335,High Risk,2023-03-23
C3575,800,Very Low Risk,2023-09-01
C3576,833,Very Low Risk,2023-07-17
C3577,430,High Risk,2023-08-09
C3578,655,Low Risk,2023-02-15
C3579,499,High Risk,2023-11-12
C3580,551,Medium Risk,2023-06-16
C3581,735,Low Risk,2023-05-29
C3582,338,High Risk,2023-12-27
C3583,335,High Risk,2023-05-09
C3584,844,Very Low Risk,2023-10-22
C3585,480,High Risk,2023-04-18
C3586,661,Low Risk,2023-06-11
C3587,620,Medium Risk,2023-04-27
C3588,684,Low Risk,2023-04-07
C3589,828,Very Low Risk,2023-03-09
C3590,316,High Risk,2023-04-22
C3591,799,Very Low Risk,2023-12-09
C3592,361,High Risk,2023-09-26
C3593,691,Low Risk,2023-07-28
C3594,457,High Risk,2023-10-06
C3595,685,Low Risk,2023-01-14
C3596,393,High Risk,2023-11-20
C3597,526,High Risk,2023-08-21
C3598,841,Very Low Risk,2023-10-20
C3599,717,Low Risk,2023-05-22
C3600,537,High Risk,2023-02-25
C3601,745,Low Risk,2023-09-12
C3602,635,Medium Risk,2023-12-13
C3603,804,Very Low Risk,2023-08-22
C3604,301,High Risk,2023-10-02
C3605,324,High Risk,2023-03-05
C3606,702,Low Risk,2023-03-02
C3607,634,Medium Risk,2023-08-11
C3608,608,Medium Risk,2023-10-27
C3609,884,Very Low Risk,2023-01-10
C3610,681,Low Risk,2023-10-24
C3611,766,Very Low Risk,2023-11-05
C3612,689,Low Risk,2023-08-16
C3613,820,Very Low Risk,2023-12-17
C3614,638,Medium Risk,2023-12-01
C3615,557,Medium Risk,2023-05-08
C3616,869,Very Low Risk,2023-11-30
C3617,326,High Risk,2023-08-01
C3618,877,Very Low Risk,2023-03-07
C3619,415,High Risk,2023-05-27
C3620,636,Medium Risk,2023-07-14
C3621,515,High Risk,2023-07-29
C3622,659,Low Risk,2023-06-03
C3623,528,High Risk,2023-02-10
C3624,563,Medium Risk,2023-08-10
C3625,722,Low Risk,2023-07-08
C3626,858,Very Low Risk,2023-02-15
C3627,736,Low Risk,2023-09-11
C3628,403,High Risk,2023-07-10
C3629,377,High Risk,2023-02-28
C3630,787,Very Low Risk,2023-10-07
C3631,765,Very Low Risk,2023-11-17
C3632,702,Low Risk,2023-10-06
C3633,886,Very Low Risk,2023-06-02
C3634,421,High Risk,2023-02-14
C3635,712,Low Risk,2023-05-16
C3636,460,High Risk,2023-12-24
C3637,338,High Risk,2023-11-06
C3638,352,High Risk,2023-02-16
C3639,474,High Risk,2023-08-31
C3640,795,Very Low Risk,2023-01-11
C3641,352,High Risk,2023-10-02
C3642,535,High Risk,2023-10-24
C3643,385,High Risk,2023-09-29
C3644,784,Very Low Risk,2023-03-29
C3645,617,Medium Risk,2023-06-18
C3646,539,High Risk,2023-09-21
C3647,808,Very Low Risk,2023-02-28
C3648,353,High Risk,2023-12-27
C3649,772,Very Low Risk,2023-01-09
C3650,775,Very Low Risk,2023-04-28
C3651,865,Very Low Risk,2023-04-12
C3652,439,High Risk,2023-05-07
C3653,498,High Risk,2023-11-28
C3654,574,Medium Risk,2023-09-19
C3655,820,Very Low Risk,2023-01-20
C3656,489,High Risk,2023-09-20
C3657,410,High Risk,2023-12-15
C3658,719,Low Risk,2023-05-27
C3659,545,High Risk,2023-08-16
C3660,594,Medium Risk,2023-04-18
C3661,668,Low Risk,2023-09-23
C3662,686,Low Risk,2023-02-16
C3663,491,High Risk,2023-08-23
C3664,389,High Risk,2023-07-24
C3665,690,Low Risk,2023-09-18
C3666,820,Very Low Risk,2023-12-16
C3667,552,Medium Risk,2023-10-28
C3668,655,Low Risk,2023-01-29
C3669,623,Medium Risk,2023-04-07
C3670,424,High Risk,2023-01-19
C3671,766,Very Low Risk,2023-04-05
C3672,643,Medium Risk,2023-12-23
C3673,507,High Risk,2023-03-30
C3674,343,High Risk,2023-07-23
C3675,467,High Risk,2023-02-06
C3676,671,Low Risk,2023-07-14
C3677,869,Very Low Risk,2023-11-25
C3678,620,Medium Risk,2023-11-20
C3679,865,Very Low Risk,2023-03-24
C3680,537,High Risk,2023-09-01
C3681,661,Low Risk,2023-07-23
C3682,587,Medium Risk,2023-02-19
C3683,635,Medium Risk,2023-01-15
C3684,873,Very Low Risk,2023-06-21
C3685,458,High Risk,2023-12-31
C3686,617,Medium Risk,2023-02-27
C3687,746,Low Risk,2023-12-26
C3688,733,Low Risk,2023-05-22
C3689,569,Medium Risk,2023-09-04
C3690,618,Medium Risk,2023-02-13
C3691,467,High Risk,2023-07-27
C3692,729,Low Risk,2023-08-16
C3693,301,High Risk,2023-07-03
C3694,582,Medium Risk,2023-09-04
C3695,662,Low Risk,2023-11-29
C3696,407,High Risk,2023-05-17
C3697,720,Low Risk,2023-07-14
C3698,791,Very Low Risk,2023-11-24
C3699,413,High Risk,2023-02-11
C3700,394,High Risk,2023-03-07
C3701,844,Very Low Risk,2023-04-16
C3702,500,High Risk,2023-10-03
C3703,467,High Risk,2023-01-10
C3704,446,High Risk,2023-06-04
C3705,671,Low Risk,2023-09-26
C3706,459,High Risk,2023-02-17
C3707,485,High Risk,2023-11-25
C3708,356,High Risk,2023-02-06
C3709,632,Medium Risk,2023-12-07
C3710,593,Medium Risk,2023-07-28
C3711,381,High Risk,2023-08-31
C3712,502,High Risk,2023-10-27
C3713,786,Very Low Risk,2023-12-01
C3714,804,Very Low Risk,2023-03-07
C3715,533,High Risk,2023-07-15
C3716,451,High Risk,2023-08-22
C3717,384,High Risk,2023-11-10
C3718,438,High Risk,2023-08-07
C3719,565,Medium Risk,2023-04-21
C3720,468,High Risk,2023-10-04
C3721,512,High Risk,2023-08-09
C3722,388,High Risk,2023-06-01
C3723,711,Low Risk,2023-10-14
C3724,740,Low Risk,2023-06-20
C3725,336,High Risk,2023-07-01
C3726,742,Low Risk,2023-11-13
C3727,414,High Risk,2023-08-15
C3728,579,Medium Risk,2023-08-09
C3729,732,Low Risk,2023-02-27
C3730,695,Low Risk,2023-12-20
C3731,689,Low Risk,2023-06-06
C3732,384,High Risk,2023-11-02
C3733,447,High Risk,2023-10-06
C3734,896,Very Low Risk,2023-05-16
C3735,894,Very Low Risk,2023-08-11
C3736,770,Very Low Risk,2023-05-23
C3737,557,Medium Risk,2023-01-25
C3738,445,High Risk,2023-08-15
C3739,715,Low Risk,2023-04-07
C3740,748,Low Risk,2023-08-16
C3741,863,Very Low Risk,2023-11-28
C3742,820,Very Low Risk,2023-02-04
C3743,793,Very Low Risk,2023-07-06
C3744,754,Very Low Risk,2023-07-23
C3745,836,Very Low Risk,2023-05-12
C3746,875,Very Low Risk,2023-02-19
C3747,742,Low Risk,2023-05-20
C3748,564,Medium Risk,2023-01-19
C3749,444,High Risk,2023-03-23
C3750,387,High Risk,2023-06-12
C3751,734,Low Risk,2024-01-01
C3752,408,High Risk,2023-01-24
C3753,415,High Risk,2023-01-22
C3754,661,Low Risk,2023-05-31
C3755,774,Very Low Risk,2023-09-23
C3756,775,Very Low Risk,2023-02-21
C3757,562,Medium Risk,2023-05-22
C3758,706,Low Risk,2023-09-23
C3759,327,High Risk,2023-12-15
C3760,423,High Risk,2023-07-22
C3761,867,Very Low Risk,2023-08-07
C3762,826,Very Low Risk,2023-07-25
C3763,385,High Risk,2023-03-19
C3764,777,Very Low Risk,2023-03-11
C3765,549,High Risk,2023-03-18
C3766,855,Very Low Risk,2023-12-29
C3767,834,Very Low Risk,2023-08-18
C3768,426,High Risk,2023-06-18
C3769,882,Very Low Risk,2023-12-19
C3770,813,Very Low Risk,2023-03-10
C3771,629,Medium Risk,2023-02-10
C3772,572,Medium Risk,2023-03-19
C3773,547,High Risk,2023-02-22
C3774,536,High Risk,2023-10-23
C3775,427,High Risk,2023-07-08
C3776,316,High Risk,2023-03-13
C3777,550,Medium Risk,2023-06-01
C3778,783,Very Low Risk,2023-09-30
C3779,539,High Risk,2023-09-08
C3780,366,High Risk,2023-10-14
C3781,625,Medium Risk,2023-07-07
C3782,407,High Risk,2023-06-22
C3783,552,Medium Risk,2023-10-10
C3784,427,High Risk,2023-03-24
C3785,662,Low Risk,2023-07-19
C3786,368,High Risk,2023-12-05
C3787,739,Low Risk,2023-03-02
C3788,782,Very Low Risk,2023-02-25
C3789,455,High Risk,2023-04-23
C3790,491,High Risk,2023-11-15
C3791,364,High Risk,2023-06-13
C3792,389,High Risk,2023-07-11
C3793,725,Low Risk,2023-08-03
C3794,682,Low Risk,2023-04-24
C3795,456,High Risk,2023-05-07
C3796,685,Low Risk,2023-08-27
C3797,834,Very Low Risk,2023-12-04
C3798,693,Low Risk,2023-02-15
C3799,646,Medium Risk,2023-02-07
C3800,703,Low Risk,2023-12-18
C3801,817,Very Low Risk,2023-03-06
C3802,400,High Risk,2023-05-23
C3803,607,Medium Risk,2023-06-13
C3804,828,Very Low Risk,2023-08-05
C3805,865,Very Low Risk,2023-09-16
C3806,322,High Risk,2023-01-16
C3807,546,High Risk,2023-01-13
C3808,403,High Risk,2023-02-27
C3809,885,Very Low Risk,2023-07-30
C3810,616,Medium Risk,2023-02-13
C3811,872,Very Low Risk,2023-07-09
C3812,629,Medium Risk,2023-07-10
C3813,875,Very Low Risk,2023-09-18
C3814,491,High Risk,2023-05-07
C3815,350,High Risk,2023-07-28
C3816,726,Low Risk,2023-07-10
C3817,805,Very Low Risk,2023-11-11
C3818,767,Very Low Risk,2023-09-27
C3819,850,Very Low Risk,2023-11-25
C3820,541,High Risk,2023-09-03
C3821,398,High Risk,2023-09-02
C3822,392,High Risk,2023-10-23
C3823,353,High Risk,2023-07-27
C3824,532,High Risk,2023-12-02
C3825,606,Medium Risk,2023-04-08
C3826,668,Low Risk,2023-03-06
C3827,855,Very Low Risk,2023-02-19
C3828,502,High Risk,2023-05-01
C3829,734,Low Risk,2023-03-04
C3830,690,Low Risk,2023-02-25
C3831,415,High Risk,2023-08-07
C3832,824,Very Low Risk,2023-02-25
C3833,769,Very Low Risk,2023-09-03
C3834,616,Medium Risk,2023-02-21
C3835,466,High Risk,2023-12-11
C3836,357,High Risk,2023-01-10
C3837,446,High Risk,2023-09-26
C3838,799,Very Low Risk,2023-07-29
C3839,305,High Risk,2023-12-17
C3840,628,Medium Risk,2023-09-16
C3841,462,High Risk,2023-07-01
C3842,374,High Risk,2023-12-24
C3843,840,Very Low Risk,2023-09-14
C3844,868,Very Low Risk,2023-03-08
C3845,655,Low Risk,2023-04-09
C3846,748,Low Risk,2023-07-07
C3847,368,High Risk,2023-07-09
C3848,316,High Risk,2023-04-09
C3849,625,Medium Risk,2023-08-26
C3850,693,Low Risk,2023-10-03
C3851,850,Very Low Risk,2023-04-11
C3852,304,High Risk,2023-01-11
C3853,476,High Risk,2023-06-08
C3854,727,Low Risk,2023-02-02
C3855,621,Medium Risk,2023-03-08
C3856,391,High Risk,2023-12-13
C3857,399,High Risk,2023-01-04
C3858,340,High Risk,2023-05-14
C3859,387,High Risk,2023-09-15
C3860,403,High Risk,2023-05-03
C3861,719,Low Risk,2023-07-08
C3862,389,High Risk,2023-07-02
C3863,372,High Risk,2023-10-25
C3864,855,Very Low Risk,2023-01-22
C3865,449,High Risk,2023-03-12
C3866,741,Low Risk,2023-12-25
C3867,755,Very Low Risk,2023-11-02
C3868,599,Medium Risk,2023-09-07
C3869,593,Medium Risk,2023-01-11
C3870,804,Very Low Risk,2023-08-16
C3871,649,Medium Risk,2023-06-14
C3872,403,High Risk,2023-12-23
C3873,581,Medium Risk,2023-11-23
C3874,540,High Risk,2023-02-02
C3875,300,High Risk,2023-10-24
C3876,394,High Risk,2023-08-23
C3877,630,Medium Risk,2023-08-03
C3878,388,High Risk,2023-02-27
C3879,697,Low Risk,2023-07-25
C3880,446,High Risk,2023-03-27
C3881,495,High Risk,2023-10-06
C3882,821,Very Low Risk,2023-03-17
C3883,302,High Risk,2023-10-23
C3884,310,High Risk,2023-05-14
C3885,666,Low Risk,2023-01-02
C3886,353,High Risk,2023-02-09
C3887,325,High Risk,2023-06-21
C3888,736,Low Risk,2023-10-14
C3889,704,Low Risk,2023-02-27
C3890,717,Low Risk,2023-03-21
C3891,591,Medium Risk,2023-06-18
C3892,518,High Risk,2023-11-19
C3893,492,High Risk,2023-10-18
C3894,511,High Risk,2023-02-01
C3895,520,High Risk,2023-03-20
C3896,756,Very Low Risk,2023-01-10
C3897,530,High Risk,2023-05-01
C3898,787,Very Low Risk,2023-10-17
C3899,851,Very Low Risk,2023-01-17
C3900,609,Medium Risk,2023-03-16
C3901,589,Medium Risk,2023-06-20
C3902,486,High Risk,2023-11-22
C3903,809,Very Low Risk,2023-10-20
C3904,327,High Risk,2023-08-15
C3905,500,High Risk,2023-10-04
C3906,742,Low Risk,2023-06-03
C3907,559,Medium Risk,2023-06-24
C3908,597,Medium Risk,2023-04-13
C3909,350,High Risk,2023-04-30
C3910,729,Low Risk,2023-06-24
C3911,439,High Risk,2023-11-09
C3912,791,Very Low Risk,2023-10-14
C3913,773,Very Low Risk,2023-08-17
C3914,335,High Risk,2023-01-14
C3915,560,Medium Risk,2023-09-28
C3916,846,Very Low Risk,2023-11-04
C3917,377,High Risk,2023-01-01
C3918,424,High Risk,2023-05-04
C3919,459,High Risk,2023-12-02
C3920,730,Low Risk,2023-08-20
C3921,867,Very Low Risk,2023-12-01
C3922,481,High Risk,2023-11-30
C3923,563,Medium Risk,2023-11-08
C3924,471,High Risk,2023-06-01
C3925,613,Medium Risk,2023-05-07
C3926,491,High Risk,2023-11-11
C3927,379,High Risk,2023-01-09
C3928,510,High Risk,2023-01-26
C3929,772,Very Low Risk,2023-04-26
C3930,441,High Risk,2023-08-29
C3931,685,Low Risk,2023-03-22
C3932,704,Low Risk,2023-05-28
C3933,893,Very Low Risk,2023-02-10
C3934,825,Very Low Risk,2023-01-02
C3935,590,Medium Risk,2023-05-26
C3936,509,High Risk,2023-03-23
C3937,334,High Risk,2023-09-25
C3938,772,Very Low Risk,2023-05-23
C3939,598,Medium Risk,2023-08-15
C3940,401,High Risk,2023-10-02
C3941,693,Low Risk,2023-09-02
C3942,787,Very Low Risk,2023-01-06
C3943,331,High Risk,2023-09-29
C3944,309,High Risk,2023-02-17
C3945,794,Very Low Risk,2023-06-18
C3946,613,Medium Risk,2023-12-26
C3947,780,Very Low Risk,2023-01-31
C3948,748,Low Risk,2023-06-26
C3949,588,Medium Risk,2023-08-18
C3950,885,Very Low Risk,2023-01-11
C3951,340,High Risk,2023-07-21
C3952,806,Very Low Risk,2023-08-06
C3953,472,High Risk,2023-01-29
C3954,347,High Risk,2023-07-31
C3955,376,High Risk,2023-12-27
C3956,885,Very Low Risk,2023-01-19
C3957,502,High Risk,2023-06-14
C3958,836,Very Low Risk,2023-06-05
C3959,453,High Risk,2023-05-02
C3960,735,Low Risk,2023-05-02
C3961,334,High Risk,2023-02-04
C3962,637,Medium Risk,2023-10-10
C3963,471,High Risk,2023-04-14
C3964,584,Medium Risk,2023-04-16
C3965,507,High Risk,2023-01-21
C3966,375,High Risk,2023-08-19
C3967,430,High Risk,2023-09-04
C3968,703,Low Risk,2023-01-11
C3969,517,High Risk,2023-06-23
C3970,777,Very Low Risk,2023-05-22
C3971,558,Medium Risk,2023-04-03
C3972,814,Very Low Risk,2023-10-27
C3973,666,Low Risk,2023-12-13
C3974,769,Very Low Risk,2023-09-15
C3975,483,High Risk,2023-09-27
C3976,647,Medium Risk,2023-11-03
C3977,442,High Risk,2023-02-13
C3978,737,Low Risk,2023-08-25
C3979,695,Low Risk,2023-05-22
C3980,643,Medium Risk,2023-07-04
C3981,461,High Risk,2023-04-17
C3982,618,Medium Risk,2023-06-24
C3983,500,High Risk,2023-09-01
C3984,438,High Risk,2023-12-19
C3985,688,Low Risk,2023-10-13
C3986,829,Very Low Risk,2023-05-14
C3987,415,High Risk,2023-06-16
C3988,365,High Risk,2023-12-05
C3989,646,Medium Risk,2023-09-04
C3990,404,High Risk,2023-05-19
C3991,637,Medium Risk,2023-12-13
C3992,869,Very Low Risk,2023-09-18
C3993,705,Low Risk,2023-06-14
C3994,343,High Risk,2023-02-04
C3995,672,Low Risk,2023-07-11
C3996,494,High Risk,2023-01-02
C3997,307,High Risk,2023-08-06
C3998,669,Low Risk,2023-11-25
C3999,446,High Risk,2023-02-23
C4000,503,High Risk,2023-10-13
C4001,429,High Risk,2023-12-12
C4002,682,Low Risk,2023-02-04
C4003,324,High Risk,2023-04-06
C4004,702,Low Risk,2023-07-24
C4005,478,High Risk,2023-03-12
C4006,397,High Risk,2023-05-22
C4007,870,Very Low Risk,2023-11-27
C4008,766,Very Low Risk,2023-04-21
C4009,566,Medium Risk,2023-07-08
C4010,883,Very Low Risk,2023-09-25
C4011,473,High Risk,2023-07-09
C4012,563,Medium Risk,2023-11-25
C4013,828,Very Low Risk,2023-07-28
C4014,487,High Risk,2023-10-31
C4015,603,Medium Risk,2023-03-20
C4016,689,Low Risk,2023-04-03
C4017,636,Medium Risk,2023-03-22
C4018,648,Medium Risk,2023-07-20
C4019,808,Very Low Risk,2023-04-10
C4020,818,Very Low Risk,2023-05-13
C4021,493,High Risk,2023-09-17
C4022,368,High Risk,2023-03-15
C4023,667,Low Risk,2023-04-10
C4024,823,Very Low Risk,2023-11-02
C4025,773,Very Low Risk,2023-04-07
C4026,753,Very Low Risk,2023-04-21
C4027,812,Very Low Risk,2023-04-18
C4028,897,Very Low Risk,2023-02-27
C4029,693,Low Risk,2023-06-18
C4030,675,Low Risk,2023-10-10
C4031,550,Medium Risk,2023-05-30
C4032,301,High Risk,2023-10-08
C4033,621,Medium Risk,2023-11-19
C4034,818,Very Low Risk,2023-06-06
C4035,615,Medium Risk,2023-11-06
C4036,784,Very Low Risk,2023-09-16
C4037,772,Very Low Risk,2023-08-20
C4038,671,Low Risk,2023-12-11
C4039,773,Very Low Risk,2023-10-31
C4040,339,High Risk,2023-07-16
C4041,754,Very Low Risk,2023-07-02
C4042,331,High Risk,2023-11-01
C4043,793,Very Low Risk,2023-02-19
C4044,878,Very Low Risk,2023-10-16
C4045,580,Medium Risk,2023-04-04
C4046,632,Medium Risk,2023-10-10
C4047,674,Low Risk,2023-04-07
C4048,453,High Risk,2023-10-02
C4049,509,High Risk,2023-11-29
C4050,470,High Risk,2023-07-03
C4051,662,Low Risk,2023-07-29
C4052,795,Very Low Risk,2023-01-05
C4053,770,Very Low Risk,2023-07-25
C4054,541,High Risk,2023-07-05
C4055,740,Low Risk,2023-12-05
C4056,512,High Risk,2023-03-06
C4057,757,Very Low Risk,2023-09-09
C4058,506,High Risk,2023-03-04
C4059,349,High Risk,2023-02-09
C4060,452,High Risk,2024-01-01
C4061,420,High Risk,2023-08-12
C4062,451,High Risk,2023-09-11
C4063,535,High Risk,2023-05-21
C4064,687,Low Risk,2023-03-12
C4065,508,High Risk,2023-04-24
C4066,796,Very Low Risk,2023-06-28
C4067,744,Low Risk,2023-10-26
C4068,683,Low Risk,2023-05-31
C4069,404,High Risk,2023-08-16
C4070,546,High Risk,2023-03-25
C4071,869,Very Low Risk,2023-11-17
C4072,303,High Risk,2023-10-22
C4073,326,High Risk,2023-09-26
C4074,733,Low Risk,2023-06-21
C4075,423,High Risk,2023-01-26
C4076,894,Very Low Risk,2023-01-31
C4077,366,High Risk,2023-05-21
C4078,486,High Risk,2023-06-06
C4079,806,Very Low Risk,2023-11-03
C4080,894,Very Low Risk,2023-12-17
C4081,635,Medium Risk,2023-11-22
C4082,660,Low Risk,2023-06-24
C4083,413,High Risk,2023-03-29
C4084,785,Very Low Risk,2023-04-20
C4085,740,Low Risk,2023-05-24
C4086,389,High Risk,2023-06-06
C4087,316,High Risk,2023-01-11
C4088,831,Very Low Risk,2023-10-16
C4089,418,High Risk,2023-02-02
C4090,635,Medium Risk,2023-08-07
C4091,569,Medium Risk,2023-05-31
C4092,407,High Risk,2023-08-19
C4093,443,High Risk,2023-06-22
C4094,869,Very Low Risk,2023-07-03
C4095,551,Medium Risk,2023-05-14
C4096,429,High Risk,2023-11-02
C4097,776,Very Low Risk,2023-07-10
C4098,688,Low Risk,2023-07-11
C4099,872,Very Low Risk,2023-01-21
C4100,302,High Risk,2023-02-16
C4101,368,High Risk,2023-03-18
C4102,697,Low Risk,2023-03-22
C4103,480,High Risk,2023-09-05
C4104,423,High Risk,2023-02-11
C4105,428,High Risk,2023-02-03
C4106,311,High Risk,2023-12-04
C4107,637,Medium Risk,2023-03-12
C4108,449,High Risk,2023-11-23
C4109,819,Very Low Risk,2023-09-05
C4110,661,Low Risk,2023-09-18
C4111,613,Medium Risk,2023-04-17
C4112,574,Medium Risk,2023-06-24
C4113,510,High Risk,2023-04-14
C4114,571,Medium Risk,2023-01-08
C4115,687,Low Risk,2023-03-24
C4116,821,Very Low Risk,2023-03-13
C4117,371,High Risk,2023-03-26
C4118,612,Medium Risk,2023-05-01
C4119,743,Low Risk,2023-10-08
C4120,378,High Risk,2023-09-01
C4121,829,Very Low Risk,2023-09-14
C4122,617,Medium Risk,2023-06-22
C4123,425,High Risk,2023-08-10
C4124,444,High Risk,2023-02-02
C4125,627,Medium Risk,2023-09-07
C4126,563,Medium Risk,2023-08-05
